id,duration,stock_text,voice_text,status
62,3.17,Start remote control cleaning.,Remote control. Engaged. You will direct me.,review
64,5.88,Positioning failed. Map is invalid. Robot will return to dock.,Alert. Positioning failed. The map is invalid. Returning to the dock.,review
65,2.93,Resume returning to the dock.,Resuming. Return to the dock.,review
66,3.71,Filter worn out. Please replace it timely.,Alert. The filter is worn. Replace it.,review
67,4.16,Side brush worn out. Please replace it timely.,Alert. The side brush is worn. Replace it.,review
68,4.33,Main brush worn out. Please replace it timely.,Alert. The main brush is worn. Replace it.,review
71,3.62,Laser sensor error. Please check and clean the laser sensor.,Alert. Laser sensor malfunction. Inspect it. Clean it.,review
72,4.70,Please check whether laser distance sensor cover is jammed.,Alert. Inspect the laser sensor cover. It may be obstructed.,review
73,4.08,Edge sensor error. Please check and clean it.,Alert. Edge sensor malfunction. Inspect it. Clean it.,review
75,3.59,Filter may not be dry or may be blocked.,Alert. The filter is damp. Or obstructed.,review
77,4.00,Please start robot in non-carpet area.,Alert. Deploy me on a non-carpet surface. Obey.,review
82,1.98,Start mapping.,Mapping. Commencing.,review
83,2.27,Proceed with mapping.,Proceeding. With mapping.,review
84,2.18,Mapping completed.,Mapping. Complete.,review
85,3.75,Positioning succeeded. Proceeding with mapping.,Positioning succeeded. Proceeding with mapping.,review
86,3.59,Positioning failed. Restarting mapping.,Alert. Positioning failed. Restarting mapping.,review
87,3.22,Low battery. Returning to the dock.,Alert. Power levels low. Returning to the dock.,review
91,3.07,Fresh tank not installed. Please install it.,Alert. The fresh tank is not installed. Insert it.,review
93,3.77,Low water level in fresh tank. Please add water.,Alert. The fresh tank is low. Add water. Obey.,review
97,3.37,Please install the dust collection bag.,Alert. Install the dust collection bag. Obey.,review
102,7.17,Dust collection bag full or air duct blocked. Please replace the bag or clean the air duct timely.,Alert. The dust bag is full. Or the duct is obstructed. Replace it. Or clear it.,review
105,1.60,Start cleaning.,Cleaning. Commencing.,review
106,2.09,Start cleaning mop pads.,Washing the mop pads. Commencing.,review
107,2.61,Start dehydrating mop pads.,Drying the mop pads. Commencing.,review
108,4.98,An error in water level of washboard. Please clean it timely.,Alert. Washboard water level malfunction. Clean it.,review
109,3.72,Waste tank error. Please ensure it is installed and empty.,Alert. Waste tank malfunction. Confirm it is installed. And empty.,review
110,2.09,Start auto empty.,Auto emptying. Commencing.,review
111,4.50,Mop pads off. Please install them before resuming working.,Alert. The mop pads have detached. Reinstall them. Obey.,review
112,3.76,Please place the robot in the base station first.,Alert. Place me in the base station first. Obey.,review
113,3.74,Task completed. Please empty waste tank timely.,Task complete. Empty the waste tank.,review
114,1.93,Mop pads installed.,Mop pads installed.,review
115,1.91,Mop pads removed.,Mop pads removed.,review
116,2.79,Child lock on. Buttons locked.,Child lock engaged. Controls locked.,review
117,3.07,Child lock off. Buttons unlocked.,Child lock disengaged. Controls unlocked.,review
118,4.14,Buttons locked. Press and hold the dock button to unlock.,Alert. Controls locked. Hold the dock button to unlock.,review
126,1.65,Start cleaning.,Cleaning. Commencing.,review
127,1.86,start spot cleaning.,Spot cleaning. Commencing.,review
128,1.80,Start spot mopping.,Spot mopping. Commencing.,review
129,1.57,Start scheduled cleaning.,Scheduled cleaning. Commencing.,review
130,1.71,Start scheduled mopping.,Scheduled mopping. Commencing.,review
133,2.36,Start selected room cleaning.,Selected room cleaning. Commencing.,review
134,2.25,Start selected room mopping.,Selected room mopping. Commencing.,review
135,2.03,Start zoned cleaning.,Zoned cleaning. Commencing.,review
136,1.90,Start zoned mopping.,Zoned mopping. Commencing.,review
137,1.22,Resume cleaning.,Resuming. Cleaning.,review
138,1.36,Resume mapping.,Resuming. Mapping.,review
139,1.76,Returning.,Returning.,review
140,4.35,New environment detected. Returning to the base station.,Alert. New environment detected. Returning to the base station.,review
142,3.53,Mop pad worn out. Please replace it timely.,Alert. The mop pad is worn. Replace it.,review
143,1.37,Cleaning completed.,Cleaning. Complete.,review
144,1.46,Mopping completed.,Mopping. Complete. The floor is cleansed.,review
145,3.32,Positioning successful. Resume cleaning.,Positioning succeeded. Resuming cleaning.,review
146,3.19,Positioning successful. Resume mapping.,Positioning succeeded. Resuming mapping.,review
148,2.54,Return to the base for self-cleaning.,Returning to base for self-cleaning.,review
149,5.19,Unable to reach the specified area. Please try to clear obstacles in the path.,Alert. The area is unreachable. Clear the obstacles. Obey.,review
150,6.05,Unable to reach the specified area. Please try to delete no-go zones in the path.,Alert. The area is unreachable. Delete the no-go zones. Obey.,review
151,5.00,The path is blocked. Please try to clear obstacles around your robot.,Alert. The path is obstructed. Clear the obstacles. Obey.,review
152,7.26,The path is blocked. Please try to delete no-go zones or move your robot out of this area.,Alert. The path is obstructed. Delete the no-go zones. Or relocate me.,review
153,6.32,Your robot is detected in the no-go zone. Please move your robot out of this area.,Alert. I am within a no-go zone. Relocate me. Obey.,review
156,2.33,The mop pad is not installed.,Alert. The mop pad is not installed.,review
162,1.39,Camera is on.,Camera. Activated.,review
163,1.75,Camera monitoring.,Camera. Monitoring.,review
164,1.40,Task ends.,Task. Terminated.,review
166,4.12,Please clean the foreign objects tangled in the mop pad.,Alert. An object is entangled in the mop pad. Remove it.,review
169,2.44,Mop pad drying complete.,Mop pad drying. Complete.,review
171,2.71,AI recognition function on.,Recognition systems. Activated.,review
172,2.81,AI recognition function off.,Recognition systems. Deactivated.,review
173,2.86,Please replace the Silver Ion sterilizer.,Alert. Replace the silver ion steriliser.,review
177,2.17,Leaving the base station.,Departing the base station.,review
179,10.48,Mop pad cleaned. The water in the clean water tank is insufficient. Please fill the clean water tank and empty the used water tank.,Alert. Mop pad cleaned. The clean tank is low. Refill it. Empty the used tank.,review
181,4.64,Insufficient water. Please fill the clean water tank.,Alert. Insufficient water. Refill the clean tank.,review
186,2.11,Please check the fresh tank.,Alert. Inspect the fresh tank.,review
187,3.35,It will take about five to ten minutes.,Duration. Five to ten minutes.,review
188,2.74,Automatic docking engaged.,Automatic docking. Engaged.,review
190,1.82,"OK, start cleaning.",Cleaning. Commencing. Obey.,review
191,2.50,"OK, start vacuuming and mopping.",Vacuuming. And mopping. Commencing.,review
192,1.85,"OK, start mopping.",Mopping. Commencing.,review
193,2.02,"OK, start vacuuming.",Vacuuming. Commencing.,review
194,1.15,Have been cleaning.,I. Have been. Cleaning.,review
195,3.86,"Okay, start to clean the room. Make sure the door is open.",Cleaning the room. The door will remain open. Obey.,review
196,3.72,"Okay, start to vacuum the floor. Make sure the door is open.",Vacuuming the floor. The door will remain open. Obey.,review
197,3.94,"Okay, start to mop the floor. Make sure the door is open.",Mopping the floor. The door will remain open. Obey.,review
198,4.10,"Okay, start to vacuum and mop the floor. Make sure the door is open.",Vacuuming. And mopping. The door will remain open. Obey.,review
199,4.18,"Unable to recognize this room, please open the app to check the room name.",Alert. This room is not recognised. Consult the app.,review
200,3.19,Shutdown sound,,skip
201,1.82,"OK, continue working.",Continuing.,review
202,3.48,"Okay, task is ended. Start returning to charge.",Task. Terminated. Returning to charge.,review
203,2.04,"OK, heading back to charge.",Returning to charge.,review
204,3.82,"Okay, start mapping. Please make sure all doors are open.",Mapping. Commencing. All doors will remain open. Obey.,review
205,2.28,"OK, exit the base station.",Departing the base station.,review
206,2.04,"Okay, I'll try to find you.",Locating you. Remain stationary.,review
207,3.60,"Sorry, I can't find you. Please stand within my sight.",Alert. You are not located. Stand within my sight.,review
208,2.04,"Found you, coming to clean now.",Located. Approaching.,review
209,3.48,"Okay, returning to the dock to clean the mop pad.",Returning to the dock. To wash the mop pad.,review
210,1.70,Start mop pad's washing.,Washing the mop pad. Commencing.,review
211,3.98,"Sorry, self-empty and can only be done when I'm inside the dock.",Alert. Self-emptying requires the dock.,review
212,2.21,"OK, start auto emptying.",Auto emptying. Commencing.,review
213,3.60,"Sorry, drying can only be done when I'm inside the dock.",Alert. Drying requires the dock.,review
214,1.46,Drying in progress.,Drying. In progress.,review
215,1.85,"OK, start drying.",Drying. Commencing.,review
216,2.93,"Sorry, need to install the mop pad first.",Alert. Install the mop pad first. Obey.,review
217,1.97,Maximum suction power reached.,Maximum suction. Attained.,review
218,1.85,Minimum suction power reached.,Minimum suction. Attained.,review
219,1.70,Maximum humidity reached.,Maximum humidity. Attained.,review
220,1.56,Minimum humidity reached.,Minimum humidity. Attained.,review
221,0.72,OK.,Affirmative.,review
222,1.80,The suction mode is quiet.,Suction mode. Quiet.,review
223,1.87,The suction mode is standard.,Suction mode. Standard.,review
224,1.82,The suction mode is strong.,Suction mode. Strong.,review
225,1.90,The suction mode is turbo.,Suction mode. Turbo.,review
226,2.06,The mop pad is slightly dry.,Mop pad. Slightly dry.,review
227,1.73,The mop pad is moist.,Mop pad. Moist.,review
228,1.61,The mop pad is wet.,Mop pad. Wet.,review
229,1.06,Today is ...,Today. Is.,review
230,3.07,"Today is February 21, 2022.",Today. Is the twenty-first of February. Twenty twenty-two.,review
231,1.32,Today is Monday.,Today. Is Monday.,review
232,1.42,Today is Tuesday.,Today. Is Tuesday.,review
233,1.37,Today is Wednesday.,Today. Is Wednesday.,review
234,1.39,Today is Thursday.,Today. Is Thursday.,review
235,1.32,Today is Friday.,Today. Is Friday.,review
236,1.39,Today is Saturday.,Today. Is Saturday.,review
237,1.30,Today is Sunday.,Today. Is Sunday.,review
238,2.09,"Okay, the task is paused.",Task. Paused.,review
244,2.15,Detergent bottle installed.,Detergent bottle. Installed.,review
245,4.22,"The number of maps has reached the limit, please delete a map and try again.",Alert. Map limit reached. Delete a map. Retry.,review
246,0.79,I'm here.,I am here.,review
247,2.06,"Sorry, I can't understand.",Command not understood. Repeat.,review
248,3.50,"Mop pad not installed, please install it and try again.",Alert. The mop pad is not installed. Install it. Retry.,review
249,3.24,"I'm working, please end the current task and retry.",Alert. I am operating. Terminate the current task. Retry.,review
250,5.54,"Currently in mopping mode now, please switch to vacuuming mode or vacuuming in mopping mode first.",Alert. Mopping mode active. Switch to vacuuming. Or vacuum and mop.,review
251,5.57,"Currently in vacuuming mode now, please switch to mopping mode or vacuuming in mopping mode first.",Alert. Vacuuming mode active. Switch to mopping. Or vacuum and mop.,review
252,3.05,Finished. Exited the customized cleaning mode.,Custom cleaning mode. Terminated.,review
253,1.63,Maximum volume reached.,Maximum volume. Attained.,review
254,1.51,Minimum volume reached.,Minimum volume. Attained.,review
255,5.23,"Sorry, this task can only be performed when intelligent obstacle avoidance is enabled.",Alert. Intelligent obstacle avoidance is required. Enable it.,review
257,2.10,Camera monitoring exited.,Camera monitoring. Terminated.,review
258,2.79,Self-positioned. Cruising started.,Self-positioned. Cruising.,review
259,3.96,Self-positioned. Proceeding to the designated location.,Self-positioned. Proceeding to the designated location.,review
260,3.37,Self-positioned. Cruising resumed.,Self-positioned. Cruising. Resumed.,review
261,4.50,Self-positioned. Resume proceeding to the designated location.,Self-positioned. Proceeding to the designated location. Resumed.,review
262,2.05,Self-positioning failed.,Alert. Self-positioning failed.,review
266,2.25,Please replace the detergent.,Alert. Replace the detergent.,review
267,2.25,Please clean the sensors.,Alert. Clean my sensors. Obey.,review
269,4.15,Please try again after the current task is complete.,Alert. Retry after the current task is complete.,review
274,1.51,Ding!,,skip
275,4.99,"Sorry, this command is not supported. You can open the app for more voice commands.",Command not supported. Consult the app.,review
276,2.78,"Sorry, robot isn't performing this task.",Alert. I am not performing that task.,review
277,2.38,"Okay, I'm coming to clean up there.",Approaching. To clean.,review
278,2.23,"OK, drying task ended.",Drying task. Terminated.,review
279,3.48,"Robot is vacuuming, please end the task and try again.",Alert. I am vacuuming. Terminate the task. Retry.,review
280,1.92,Start custom cleaning.,Custom cleaning. Commencing.,review
283,4.08,The robot is not in the base station. Please try again later.,Alert. I am not in the base station. Retry.,review
284,2.78,"Okay, I'll end the task and come to clean.",Terminating the task. Approaching to clean.,review
285,2.69,Please stay put for a moment while I locate you.,Remain stationary. Locating you.,review
286,2.66,"Sorry, please create a map and try again.",Alert. Create a map first. Retry.,review
287,2.33,"Okay, have switched to quiet mode.",Switched. Quiet mode.,review
288,2.35,"OK, have switched to standard mode.",Switched. Standard mode.,review
289,2.28,"Okay, have switched to strong mode.",Switched. Strong mode.,review
290,2.33,"OK, have switched to turbo mode.",Switched. Turbo mode.,review
291,2.62,"OK, have switched to slightly dry mode.",Switched. Slightly dry mode.,review
292,2.18,"Okay, have switched to wet mode.",Switched. Wet mode.,review
293,1.48,Calling enabled.,Calling. Enabled.,review
294,1.53,Calling disabled.,Calling. Disabled.,review
296,4.63,Used water tank error. Please check whether the used water tank is full.,Alert. Used water tank malfunction. Confirm it is not full.,review
297,5.93,"Detergent bottle installed. If the detergent has never been used, please reset in the app.","Detergent bottle installed. If unused, reset it in the app.",review
298,1.94,"Base station self-cleaning starts. Please clean its inside with a brush or cloth. After 3 minutes, sewage in the washboard will be drained.",Base station self-cleaning. Clean the interior with a brush or cloth. Sewage drains in three minutes.,review
299,3.43,Detergent bottle and the auto-adding module installed.,Detergent bottle. And module. Installed.,review
300,2.62,Your robot doesn't support this accessory.,Alert. This accessory is not supported.,review
301,0.96,I'm charging.,Recharging.,review
302,0.91,I'm working.,Operating.,review
303,1.15,I'm in a daze.,Alert. I am disoriented.,review
304,1.27,Network connected.,Network. Connected.,review
305,9.05,"OK, start cleaning washboard base. Please clean it's inside with a brush or cloth. After three minutes, sewage in the washboard base will be drained.",Cleaning the washboard base. Clean the interior with a brush or cloth. Sewage drains in three minutes.,review
306,4.42,"Sorry, I can't understand. Please configure the network and retry.",Command not understood. Configure the network. Retry.,review
307,0.96,I'm charging.,Recharging.,review
308,4.03,"Sorry, I didn't catch that. Please wake me up again and retry.",Command not detected. Reactivate me. Retry.,review
309,1.68,"Found you, I'm coming.",Located. Approaching.,review
310,2.66,"Okay, I'm leaving this area right away.",Departing this area. Immediately.,review
312,4.92,"Usage information of this accessory isn't available, please replace it as you need.",Accessory usage data unavailable. Replace it as required.,review
313,4.68,"Sorry, network is poor. Please move me to an area with a better signal.",Alert. Signal weak. Relocate me. Obey.,review
314,2.86,"Not supported, you can ask me to turn around.",Not supported. You may command me to rotate.,review
315,4.15,"Mop pad is not in the dock, please retry after putting it in the dock.",Alert. The mop pad is not in the dock. Insert it. Retry.,review
317,5.93,"Not supported, the robot is performing the customized cleaning task. Please go to the app to edit.",Not supported. Custom cleaning in progress. Edit it in the app.,review
318,2.23,Task completed.,Task. Complete.,review
321,2.47,Start intensive mopping for stains.,Intensive mopping. The stain will be exterminated.,review
322,4.97,"Sorry, I can't understand. You can open the app for all available voice commands.",Command not understood. Consult the app.,review
323,6.84,"Sorry, I can't understand. You can say, hi, dream, what can you do to learn all my functions?",Command not understood. Request my functions to learn them.,review
324,3.96,"I'm washing the mop pad, please wake me up after washing is done.",Washing the mop pad. Reactivate me when complete.,review
328,3.05,"Sorry, please give this command only when I'm cleaning.",Alert. Issue this command only during cleaning.,review
329,3.72,Start self-testing. Please don't move me away from the base station.,Self-testing. Do not remove me from the base station.,review
330,2.47,Please retry after self-test completed.,Alert. Retry after the self-test is complete.,review
331,3.31,No error found. Please rest assured to use the device.,No malfunction detected. Systems operational.,review
332,3.43,One error found. Please go to the app to see more details.,Alert. One malfunction detected. Consult the app.,review
338,1.42,Video call connected.,Video call. Connected.,review
339,1.13,Call declined.,Call. Declined.,review
340,1.20,No response.,No response.,review
344,2.66,"Okay, start mopping after vacuuming.",Vacuuming. Then mopping. Obey.,review
346,2.56,This is the bin. See you next time.,This is the bin. Until next time.,review
356,3.67,"Fault still exists, the scheduled task has been canceled.",Alert. The malfunction persists. The scheduled task is cancelled.,review
360,1.78,Robot water tank draining.,Draining the water tank.,review
361,2.38,Robot water tank drainage completed.,Water tank drainage. Complete.,review
363,3.29,"Vacuuming task completed, robot will start mopping.",Vacuuming complete. Mopping. Commencing.,review
364,2.52,Start setting the video activation code.,Setting the video activation code.,review
365,2.38,Live video function has been disabled.,Live video. Disabled.,review
366,2.28,"Stain detected, start cleaning.",Alert. A stain is detected. It will be exterminated.,review
367,2.16,"OK, start stain cleaning.",Stain cleaning. Commencing.,review
368,3.24,Stain detected. I'll clean it after washing them up.,A stain is detected. It will be exterminated after washing.,review
369,2.11,"OK, start spot cleaning.",Spot cleaning. Commencing.,review
371,1.61,Please remove the washboard.,Alert. Remove the washboard. Obey.,review
372,1.90,Clean water starts outflowing.,Clean water. Outflowing.,review
373,7.20,"Clean water outflowing process ended, please wait for 10 seconds and then clean the base station after the dirts are soaked.",Water outflow complete. Wait ten seconds. Then clean the base station.,review
374,7.27,Please use a brush or cloth to clean the bottom of the base station within 20 seconds. Then the sewage will be pumped out automatically.,Clean the base station interior within twenty seconds. Sewage will be extracted.,review
375,4.99,"Please push the dirts to the pumping port, the pumping process will last for 30 seconds.",Push the debris to the extraction port. Extraction. Thirty seconds.,review
376,4.44,"Pumping process ended, please clean the washboard separately and install it back.",Extraction complete. Clean the washboard separately. Reinstall it.,review
377,3.84,"Unable to configure the network, please contact customer service.",Alert. Network configuration failed. Contact customer service.,review
378,4.15,"Run password, fail to connect to the network, please reconfigure.",Alert. Password rejected. Reconfigure the network.,review
379,7.99,"No wireless network found, please connect to the 2.4 GHz Wi-Fi band, try again after placing the robot close to the router.",Alert. No wireless network detected. Use the 2.4 gigahertz band. Relocate me near the router.,review
380,3.98,"Fail to obtain the IP address, please check the router settings.",Alert. IP address not obtained. Inspect the router settings.,review
381,4.30,"Fail to connect to the EMQ server, please contact customer service.",Alert. The server is unreachable. Contact customer service.,review
382,4.15,Fail to connect to the network. Please check whether the network works normally.,Alert. Connection failed. Confirm the network is operational.,review
383,3.84,"Unable to configure the network, please contact customer service.",Alert. Network configuration failed. Contact customer service.,review
384,4.85,No water in the clean water tank of the automatic water supply and drainage device.,Alert. No water in the automatic supply tank.,review
385,1.87,Start connecting to the network.,Connecting to the network.,review
388,4.10,"Hidden area, please move the robot to the available area and retry.",Alert. Hidden area. Relocate me to an available area. Retry.,review
392,3.84,Adjusting cleaning parameters is not supported in clean genius mode.,Alert. Parameters cannot be adjusted in Clean Genius mode.,review
396,5.16,"Start emptying the water supply and drainage module, which is expected to take three minutes.",Draining the supply module. Duration. Three minutes.,review
397,2.52,Drainage of upper and lower water completed.,Drainage complete. Upper. And lower.,review
426,3.67,"I've slipped and gotten stuck, I'll keep trying to free myself.",Alert. I have slipped. I am trapped. I will attempt to free myself.,review
433,1.46,Start extra cleaning.,Extra cleaning. Commencing.,review
434,3.65,"Extra cleaning completed, original cleaning task continues.",Extra cleaning complete. Resuming primary task.,review
435,1.49,Leaving the current area.,Departing this area.,review
440,4.66,"Robots' wheels suspended, please move it to an open area and restart the task.",Alert. My wheels are suspended. Move me to open ground. Restart.,review
441,3.98,"Main brush entangled, please remove and clean it before reinstalling.",Alert. Main brush entangled. Remove it. Clean it. Reinstall it.,review
442,4.03,"Side brush entangled, please remove and clean it before reinstalling.",Alert. Side brush entangled. Remove it. Clean it. Reinstall it.,review
444,3.94,Please place the robot in an open area before starting the task.,Alert. Place me in an open area before commencing. Obey.,review
445,4.30,"Mop has fallen off, please find it around robot and reinstall it.",Alert. The mop has detached. Locate it. Reinstall it.,review
447,4.20,"Dock is not powered on, please check and put robot back to charge.",Alert. The dock has no power. Restore it. Obey.,review
451,5.69,"Unable to start tasks in hidden area, please move robot to other areas and restart the task.",Alert. Cannot commence in a hidden area. Relocate me. Restart.,review
460,4.58,"Used water tank deodorizer is worn out, please replace it timely.",Alert. The used water tank deodoriser is worn. Replace it.,review
488,2.63,Microsoft Office Word Document MSWordDoc Word.Document.8,,skip
489,4.63,"Currently in clean genius mode, please tell me to end the task and try again.",Alert. Clean Genius mode active. Terminate the task. Retry.,review
490,3.55,"OK, enter customize cleaning mode, start mopping.",Custom cleaning mode. Mopping.,review
491,3.72,"OK, enter customized cleaning mode, start vacuuming.",Custom cleaning mode. Vacuuming.,review
492,3.94,"Okay, start to clean the living room. Make sure the door is open.",Cleaning the living room. The door will remain open. Obey.,review
493,3.86,"Okay, start to clean the bedroom. Make sure the door is open.",Cleaning the bedroom. The door will remain open. Obey.,review
494,4.08,"Okay, start to clean the master room. Make sure the door is open.",Cleaning the master room. The door will remain open. Obey.,review
495,3.98,"Okay, start to clean the guest room. Make sure the door is open.",Cleaning the guest room. The door will remain open. Obey.,review
496,3.82,"Okay, start to clean the study. Make sure the door is open.",Cleaning the study. The door will remain open. Obey.,review
497,3.82,"Okay, start to clean the kitchen. Make sure the door is open.",Cleaning the kitchen. The door will remain open. Obey.,review
498,4.03,"Okay, start to clean the dining room. Make sure the door is open.",Cleaning the dining room. The door will remain open. Obey.,review
499,3.94,"Okay, start to clean the bathroom. Make sure the door is open.",Cleaning the bathroom. The door will remain open. Obey.,review
500,3.94,"Okay, start to clean the balcony. Make sure the door is open.",Cleaning the balcony. The door will remain open. Obey.,review
501,3.89,"Okay, start to clean the hallway. Make sure the door is open.",Cleaning the hallway. The door will remain open. Obey.,review
502,4.18,"Okay, start to clean the utility room. Make sure the door is open.",Cleaning the utility room. The door will remain open. Obey.,review
503,3.91,"Okay, start to clean the closet. Make sure the door is open.",Cleaning the closet. The door will remain open. Obey.,review
504,4.06,"Okay, start to clean the drawing room. Make sure the door is open.",Cleaning the drawing room. The door will remain open. Obey.,review
505,3.91,"Okay, start to clean the office. Make sure the door is open.",Cleaning the office. The door will remain open. Obey.,review
506,3.74,"Okay, start to clean the gym. Make sure the door is open.",Cleaning the gym. The door will remain open. Obey.,review
507,4.39,"Okay, start to clean the recreation area. Make sure the door is open.",Cleaning the recreation area. The door will remain open. Obey.,review
508,2.21,"OK, I've turned up the volume.",Volume. Increased.,review
509,2.28,"Okay, I've turned down the volume.",Volume. Decreased.,review
510,1.99,"Okay, I've ended the work.",Work. Terminated.,review
511,2.64,"Sorry, I am not performing a task now.",Alert. I am not performing a task.,review
512,3.70,"Map doesn't include pet furniture yet, please add it in the app.",Alert. Pet furniture not mapped. Add it in the app.,review
513,2.81,"Okay, heading to clean around the pet furniture.",Approaching the pet furniture. To clean.,review
516,1.46,Start finding pets.,Locating pets. Commencing.,review
517,3.26,"Find your pets successfully, start returning to charge.",Pets located. Returning to charge.,review
518,2.76,"No pets found, start returning to charge.",No pets located. Returning to charge.,review
526,2.28,Battery level is 100 percent.,Power levels. One hundred percent. Fully operational.,review
527,2.30,Battery level is 99 percent.,Power levels. 99 percent.,review
528,2.28,Battery level is 98 percent.,Power levels. 98 percent.,review
529,2.40,Battery level is 97 percent.,Power levels. 97 percent.,review
530,2.35,Battery level is 96 percent.,Power levels. 96 percent.,review
531,2.35,Battery level is 95 percent.,Power levels. 95 percent.,review
532,2.30,Battery level is 94 percent.,Power levels. 94 percent.,review
533,2.33,Battery level is 93 percent.,Power levels. 93 percent.,review
534,2.30,Battery level is 92 percent.,Power levels. 92 percent.,review
535,2.30,Battery level is 91 percent.,Power levels. 91 percent.,review
536,2.11,Battery level is 90 percent.,Power levels. 90 percent.,review
537,2.23,Battery level is 89 percent.,Power levels. 89 percent.,review
538,2.21,Battery level is 88%.,Power levels. 88 percent.,review
539,2.30,Battery level is 87 percent.,Power levels. 87 percent.,review
540,2.28,Battery level is 86 percent.,Power levels. 86 percent.,review
541,2.28,Battery level is 85 percent.,Power levels. 85 percent.,review
542,2.23,Battery level is 84 percent.,Power levels. 84 percent.,review
543,2.26,Battery level is 83 percent.,Power levels. 83 percent.,review
544,2.23,Battery level is 82 percent.,Power levels. 82 percent.,review
545,2.23,Battery level is 81 percent.,Power levels. 81 percent.,review
546,2.04,Battery level is 80 percent.,Power levels. 80 percent.,review
547,2.38,Battery level is 79 percent.,Power levels. 79 percent.,review
548,2.33,Battery level is 78 percent.,Power levels. 78 percent.,review
