id,duration,stock_text,voice_text,status
179,10.48,Mop pad cleaned. The water in the clean water tank is insufficient. Please fill the clean water tank and empty the used water tank.,"Mop pad cleaned, sir. The clean tank is low; do fill it and empty the used one.",review
181,4.64,Insufficient water. Please fill the clean water tank.,"Insufficient water, sir. Do fill the clean water tank.",review
186,2.11,Please check the fresh tank.,"Do check the fresh tank, sir.",review
187,3.35,It will take about five to ten minutes.,"It will take five to ten minutes, sir.",review
188,2.74,Automatic docking engaged.,"Automatic docking engaged, sir.",review
190,1.82,"OK, start cleaning.","Very good, sir. Commencing cleaning.",review
191,2.50,"OK, start vacuuming and mopping.","Vacuuming and mopping, sir.",review
192,1.85,"OK, start mopping.","Mopping, sir.",review
193,2.02,"OK, start vacuuming.","Vacuuming, sir.",review
194,1.15,Have been cleaning.,"I have been cleaning, sir.",review
195,3.86,"Okay, start to clean the room. Make sure the door is open.","Cleaning the room now, sir. Do leave the door open.",review
196,3.72,"Okay, start to vacuum the floor. Make sure the door is open.","Vacuuming the floor now, sir. Do leave the door open.",review
197,3.94,"Okay, start to mop the floor. Make sure the door is open.","Mopping the floor now, sir. Do leave the door open.",review
198,4.10,"Okay, start to vacuum and mop the floor. Make sure the door is open.","Vacuuming and mopping the floor now, sir. Do leave the door open.",review
199,4.18,"Unable to recognize this room, please open the app to check the room name.","I don't recognise this room, sir. Do check the name in the app.",review
200,3.19,Shutdown sound,,skip
201,1.82,"OK, continue working.","Continuing, sir.",review
202,3.48,"Okay, task is ended. Start returning to charge.","Task ended, sir. Returning to charge.",review
203,2.04,"OK, heading back to charge.","Heading back to charge, sir.",review
204,3.82,"Okay, start mapping. Please make sure all doors are open.","Beginning the mapping, sir. Do leave all the doors open.",review
205,2.28,"OK, exit the base station.","Leaving the base station, sir.",review
206,2.04,"Okay, I'll try to find you.","I'll try to find you, sir. Do stay where you are.",review
207,3.60,"Sorry, I can't find you. Please stand within my sight.","I can't find you, sir. Do stand within my sight.",review
208,2.04,"Found you, coming to clean now.","Found you, sir. On my way.",review
209,3.48,"Okay, returning to the dock to clean the mop pad.","Returning to the dock to wash the mop pad, sir.",review
210,1.70,Start mop pad's washing.,"Washing the mop pad, sir.",review
211,3.98,"Sorry, self-empty and can only be done when I'm inside the dock.","I can only self-empty from within the dock, sir. My apologies.",review
212,2.21,"OK, start auto emptying.","Auto-emptying, sir.",review
213,3.60,"Sorry, drying can only be done when I'm inside the dock.","I can only dry from within the dock, sir. My apologies.",review
214,1.46,Drying in progress.,"Drying in progress, sir.",review
215,1.85,"OK, start drying.","Drying now, sir.",review
216,2.93,"Sorry, need to install the mop pad first.","Do install the mop pad first, sir.",review
217,1.97,Maximum suction power reached.,"Maximum suction, sir.",review
218,1.85,Minimum suction power reached.,"Minimum suction, sir.",review
219,1.70,Maximum humidity reached.,"Maximum humidity, sir.",review
220,1.56,Minimum humidity reached.,"Minimum humidity, sir.",review
221,0.72,OK.,"Very good, sir.",review
222,1.80,The suction mode is quiet.,"Suction set to quiet, sir.",review
223,1.87,The suction mode is standard.,"Suction set to standard, sir.",review
224,1.82,The suction mode is strong.,"Suction set to strong, sir.",review
225,1.90,The suction mode is turbo.,"Suction set to turbo, sir.",review
226,2.06,The mop pad is slightly dry.,"The mop pad is slightly dry, sir.",review
227,1.73,The mop pad is moist.,"The mop pad is moist, sir.",review
228,1.61,The mop pad is wet.,"The mop pad is wet, sir.",review
229,1.06,Today is ...,Today is...,review
230,3.07,"Today is February 21, 2022.","Today is the twenty-first of February, twenty twenty-two, sir.",review
231,1.32,Today is Monday.,"It's Monday, sir.",review
232,1.42,Today is Tuesday.,"It's Tuesday, sir.",review
233,1.37,Today is Wednesday.,"It's Wednesday, sir.",review
234,1.39,Today is Thursday.,"It's Thursday, sir.",review
235,1.32,Today is Friday.,"It's Friday, sir.",review
236,1.39,Today is Saturday.,"It's Saturday, sir.",review
237,1.30,Today is Sunday.,"It's Sunday, sir.",review
238,2.09,"Okay, the task is paused.","The task is paused, sir.",review
244,2.15,Detergent bottle installed.,"Detergent bottle installed, sir.",review
245,4.22,"The number of maps has reached the limit, please delete a map and try again.","You've reached the map limit, sir. Do delete one and try again.",review
246,0.79,I'm here.,"At your service, sir.",review
247,2.06,"Sorry, I can't understand.","My apologies, sir. I didn't quite catch that.",review
248,3.50,"Mop pad not installed, please install it and try again.","The mop pad isn't installed, sir. Do fit it and try again.",review
249,3.24,"I'm working, please end the current task and retry.","I'm working, sir. Do end the current task and try again.",review
250,5.54,"Currently in mopping mode now, please switch to vacuuming mode or vacuuming in mopping mode first.","I'm in mopping mode, sir. Do switch to vacuuming, or vacuum-and-mop first.",review
251,5.57,"Currently in vacuuming mode now, please switch to mopping mode or vacuuming in mopping mode first.","I'm in vacuuming mode, sir. Do switch to mopping, or vacuum-and-mop first.",review
252,3.05,Finished. Exited the customized cleaning mode.,"Finished, sir. Exited the customised cleaning mode.",review
253,1.63,Maximum volume reached.,"Maximum volume, sir.",review
254,1.51,Minimum volume reached.,"Minimum volume, sir.",review
255,5.23,"Sorry, this task can only be performed when intelligent obstacle avoidance is enabled.","That requires intelligent obstacle avoidance enabled, sir.",review
257,2.10,Camera monitoring exited.,"Camera monitoring ended, sir. Your privacy is restored.",review
258,2.79,Self-positioned. Cruising started.,"Position acquired, sir. Cruising.",review
259,3.96,Self-positioned. Proceeding to the designated location.,"Position acquired, sir. Proceeding to the designated location.",review
260,3.37,Self-positioned. Cruising resumed.,"Position acquired, sir. Resuming the cruise.",review
261,4.50,Self-positioned. Resume proceeding to the designated location.,"Position acquired, sir. Resuming to the designated location.",review
262,2.05,Self-positioning failed.,"Self-positioning failed, sir.",review
266,2.25,Please replace the detergent.,"Do replace the detergent, sir.",review
267,2.25,Please clean the sensors.,"Do clean the sensors, sir.",review
269,4.15,Please try again after the current task is complete.,"Do try again once the current task is complete, sir.",review
274,1.51,Ding!,,skip
275,4.99,"Sorry, this command is not supported. You can open the app for more voice commands.","That command isn't supported, sir. Do open the app for more.",review
276,2.78,"Sorry, robot isn't performing this task.","I'm not performing that task, sir.",review
277,2.38,"Okay, I'm coming to clean up there.","On my way to clean up there, sir.",review
278,2.23,"OK, drying task ended.","Drying complete, sir.",review
279,3.48,"Robot is vacuuming, please end the task and try again.","I'm vacuuming, sir. Do end the task and try again.",review
280,1.92,Start custom cleaning.,"Custom cleaning, sir.",review
283,4.08,The robot is not in the base station. Please try again later.,"I'm not in the base station, sir. Do try again shortly.",review
284,2.78,"Okay, I'll end the task and come to clean.","I'll end the task and come to clean, sir.",review
285,2.69,Please stay put for a moment while I locate you.,"Do stay put a moment while I locate you, sir.",review
286,2.66,"Sorry, please create a map and try again.","Do create a map first, sir, and try again.",review
287,2.33,"Okay, have switched to quiet mode.","Switched to quiet mode, sir.",review
288,2.35,"OK, have switched to standard mode.","Switched to standard mode, sir.",review
289,2.28,"Okay, have switched to strong mode.","Switched to strong mode, sir.",review
290,2.33,"OK, have switched to turbo mode.","Switched to turbo mode, sir.",review
291,2.62,"OK, have switched to slightly dry mode.","Switched to slightly dry mode, sir.",review
292,2.18,"Okay, have switched to wet mode.","Switched to wet mode, sir.",review
293,1.48,Calling enabled.,"Calling enabled, sir.",review
294,1.53,Calling disabled.,"Calling disabled, sir.",review
296,4.63,Used water tank error. Please check whether the used water tank is full.,"A used water tank fault, sir. Do check whether it's full.",review
297,5.93,"Detergent bottle installed. If the detergent has never been used, please reset in the app.","Detergent bottle installed, sir. If it's new, do reset it in the app.",review
298,1.94,"Base station self-cleaning starts. Please clean its inside with a brush or cloth. After 3 minutes, sewage in the washboard will be drained.","Base station self-cleaning, sir. Do clean the inside with a brush or cloth; the sewage drains in three minutes.",review
299,3.43,Detergent bottle and the auto-adding module installed.,"Detergent bottle and auto-adding module installed, sir.",review
300,2.62,Your robot doesn't support this accessory.,"I don't support this accessory, sir.",review
301,0.96,I'm charging.,"Charging, sir.",review
302,0.91,I'm working.,"Working, sir.",review
303,1.15,I'm in a daze.,"I'm a touch disoriented, sir.",review
304,1.27,Network connected.,"Network connected, sir.",review
305,9.05,"OK, start cleaning washboard base. Please clean it's inside with a brush or cloth. After three minutes, sewage in the washboard base will be drained.","Cleaning the washboard base, sir. Do clean the inside with a brush or cloth; the sewage drains in three minutes.",review
306,4.42,"Sorry, I can't understand. Please configure the network and retry.","I didn't understand, sir. Do configure the network and try again.",review
307,0.96,I'm charging.,"Charging, sir.",review
308,4.03,"Sorry, I didn't catch that. Please wake me up again and retry.","I didn't catch that, sir. Do wake me and try again.",review
309,1.68,"Found you, I'm coming.","Found you, sir. On my way.",review
310,2.66,"Okay, I'm leaving this area right away.","Leaving the area now, sir.",review
312,4.92,"Usage information of this accessory isn't available, please replace it as you need.","No usage information for this accessory, sir. Do replace it as needed.",review
313,4.68,"Sorry, network is poor. Please move me to an area with a better signal.","The signal is poor here, sir. Do move me somewhere with better reception.",review
314,2.86,"Not supported, you can ask me to turn around.","That isn't supported, sir. You may ask me to turn around, if you wish.",review
315,4.15,"Mop pad is not in the dock, please retry after putting it in the dock.","The mop pad isn't in the dock, sir. Do place it in and try again.",review
317,5.93,"Not supported, the robot is performing the customized cleaning task. Please go to the app to edit.","Not supported mid customised cleaning, sir. Do edit it in the app.",review
318,2.23,Task completed.,"Task complete, sir.",review
321,2.47,Start intensive mopping for stains.,"Intensive stain mopping, sir.",review
322,4.97,"Sorry, I can't understand. You can open the app for all available voice commands.","I didn't understand, sir. Do open the app for the full list of commands.",review
323,6.84,"Sorry, I can't understand. You can say, hi, dream, what can you do to learn all my functions?","I didn't understand, sir. You might ask what I can do, and I'll explain.",review
324,3.96,"I'm washing the mop pad, please wake me up after washing is done.","I'm washing the mop pad, sir. Do wake me once it's done.",review
328,3.05,"Sorry, please give this command only when I'm cleaning.","Do give me that command only while I'm cleaning, sir.",review
329,3.72,Start self-testing. Please don't move me away from the base station.,"Self-testing, sir. Do not move me from the base station.",review
330,2.47,Please retry after self-test completed.,"Do try again once the self-test is complete, sir.",review
331,3.31,No error found. Please rest assured to use the device.,"No faults found, sir. All in order.",review
332,3.43,One error found. Please go to the app to see more details.,"One fault found, sir. Do check the app for the details.",review
338,1.42,Video call connected.,"Video call connected, sir.",review
339,1.13,Call declined.,"The call was declined, sir.",review
340,1.20,No response.,"No response, sir.",review
344,2.66,"Okay, start mopping after vacuuming.","Vacuuming first, then mopping, sir.",review
346,2.56,This is the bin. See you next time.,"This is the bin, sir. Until next time.",review
356,3.67,"Fault still exists, the scheduled task has been canceled.","The fault persists, sir; the scheduled task has been cancelled.",review
360,1.78,Robot water tank draining.,"Draining the water tank, sir.",review
361,2.38,Robot water tank drainage completed.,"Water tank drainage complete, sir.",review
363,3.29,"Vacuuming task completed, robot will start mopping.","Vacuuming complete, sir. Beginning the mopping.",review
364,2.52,Start setting the video activation code.,"Setting the video activation code, sir.",review
365,2.38,Live video function has been disabled.,"Live video disabled, sir. Your privacy is restored.",review
366,2.28,"Stain detected, start cleaning.","A stain detected, sir. Attending to it now.",review
367,2.16,"OK, start stain cleaning.","Stain cleaning, sir.",review
368,3.24,Stain detected. I'll clean it after washing them up.,"A stain, sir. I'll attend to it once I've washed up.",review
369,2.11,"OK, start spot cleaning.","Spot cleaning, sir.",review
371,1.61,Please remove the washboard.,"Do remove the washboard, sir.",review
372,1.90,Clean water starts outflowing.,"Clean water is flowing, sir.",review
373,7.20,"Clean water outflowing process ended, please wait for 10 seconds and then clean the base station after the dirts are soaked.","Water flow complete, sir. Do wait ten seconds for the dirt to soak, then clean the base station.",review
374,7.27,Please use a brush or cloth to clean the bottom of the base station within 20 seconds. Then the sewage will be pumped out automatically.,"Do clean the bottom of the base station within twenty seconds, sir; the sewage then pumps out automatically.",review
375,4.99,"Please push the dirts to the pumping port, the pumping process will last for 30 seconds.","Do push the dirt to the pumping port, sir; pumping lasts thirty seconds.",review
376,4.44,"Pumping process ended, please clean the washboard separately and install it back.","Pumping complete, sir. Do clean the washboard separately and reinstall it.",review
377,3.84,"Unable to configure the network, please contact customer service.","I'm unable to configure the network, sir. Do contact customer service.",review
378,4.15,"Run password, fail to connect to the network, please reconfigure.","The wrong password, sir; the network refused the connection. Do reconfigure.",review
379,7.99,"No wireless network found, please connect to the 2.4 GHz Wi-Fi band, try again after placing the robot close to the router.","No wireless network found, sir. Do use the 2.4 gigahertz band, and move me nearer the router.",review
380,3.98,"Fail to obtain the IP address, please check the router settings.","I failed to obtain an IP address, sir. Do check the router settings.",review
381,4.30,"Fail to connect to the EMQ server, please contact customer service.","I can't reach the EMQ server, sir. Do contact customer service.",review
382,4.15,Fail to connect to the network. Please check whether the network works normally.,"The connection failed, sir. Do check whether the network is working.",review
383,3.84,"Unable to configure the network, please contact customer service.","I'm unable to configure the network, sir. Do contact customer service.",review
384,4.85,No water in the clean water tank of the automatic water supply and drainage device.,"No water in the automatic supply's clean tank, sir.",review
385,1.87,Start connecting to the network.,"Connecting to the network now, sir.",review
388,4.10,"Hidden area, please move the robot to the available area and retry.","This is a hidden area, sir. Do move me somewhere available and try again.",review
392,3.84,Adjusting cleaning parameters is not supported in clean genius mode.,"Cleaning parameters can't be adjusted in Clean Genius mode, sir.",review
396,5.16,"Start emptying the water supply and drainage module, which is expected to take three minutes.","Emptying the water supply module, sir. About three minutes.",review
397,2.52,Drainage of upper and lower water completed.,"Upper and lower drainage complete, sir.",review
426,3.67,"I've slipped and gotten stuck, I'll keep trying to free myself.","I've slipped and become stuck, sir. I'll keep working to free myself.",review
433,1.46,Start extra cleaning.,"Extra cleaning, sir.",review
434,3.65,"Extra cleaning completed, original cleaning task continues.","Extra cleaning complete, sir. Resuming the original task.",review
435,1.49,Leaving the current area.,"Leaving the area, sir.",review
440,4.66,"Robots' wheels suspended, please move it to an open area and restart the task.","My wheels are suspended, sir. Do move me to open ground and restart the task.",review
441,3.98,"Main brush entangled, please remove and clean it before reinstalling.","The main brush is entangled, sir. Do remove it, clean it, and reinstall it.",review
442,4.03,"Side brush entangled, please remove and clean it before reinstalling.","The side brush is entangled, sir. Do remove it, clean it, and reinstall it.",review
444,3.94,Please place the robot in an open area before starting the task.,"Do place me in an open area before starting, sir.",review
445,4.30,"Mop has fallen off, please find it around robot and reinstall it.","The mop has fallen off, sir. Do find it nearby and reinstall it.",review
447,4.20,"Dock is not powered on, please check and put robot back to charge.","The dock has no power, sir. Do check it and return me to charge.",review
451,5.69,"Unable to start tasks in hidden area, please move robot to other areas and restart the task.","I can't start in a hidden area, sir. Do move me elsewhere and restart the task.",review
460,4.58,"Used water tank deodorizer is worn out, please replace it timely.","The used water tank deodoriser is worn, sir. Do replace it before long.",review
488,2.63,Microsoft Office Word Document MSWordDoc Word.Document.8,,skip
489,4.63,"Currently in clean genius mode, please tell me to end the task and try again.","I'm in Clean Genius mode, sir. Do tell me to end the task and try again.",review
490,3.55,"OK, enter customize cleaning mode, start mopping.","Customised cleaning, sir. Mopping.",review
491,3.72,"OK, enter customized cleaning mode, start vacuuming.","Customised cleaning, sir. Vacuuming.",review
492,3.94,"Okay, start to clean the living room. Make sure the door is open.","Cleaning the living room now, sir. Do leave the door open.",review
493,3.86,"Okay, start to clean the bedroom. Make sure the door is open.","Cleaning the bedroom now, sir. Do leave the door open.",review
494,4.08,"Okay, start to clean the master room. Make sure the door is open.","Cleaning the master room now, sir. Do leave the door open.",review
495,3.98,"Okay, start to clean the guest room. Make sure the door is open.","Cleaning the guest room now, sir. Do leave the door open.",review
496,3.82,"Okay, start to clean the study. Make sure the door is open.","Cleaning the study now, sir. Do leave the door open.",review
497,3.82,"Okay, start to clean the kitchen. Make sure the door is open.","Cleaning the kitchen now, sir. Do leave the door open.",review
498,4.03,"Okay, start to clean the dining room. Make sure the door is open.","Cleaning the dining room now, sir. Do leave the door open.",review
499,3.94,"Okay, start to clean the bathroom. Make sure the door is open.","Cleaning the bathroom now, sir. Do leave the door open.",review
500,3.94,"Okay, start to clean the balcony. Make sure the door is open.","Cleaning the balcony now, sir. Do leave the door open.",review
501,3.89,"Okay, start to clean the hallway. Make sure the door is open.","Cleaning the hallway now, sir. Do leave the door open.",review
502,4.18,"Okay, start to clean the utility room. Make sure the door is open.","Cleaning the utility room now, sir. Do leave the door open.",review
503,3.91,"Okay, start to clean the closet. Make sure the door is open.","Cleaning the closet now, sir. Do leave the door open.",review
504,4.06,"Okay, start to clean the drawing room. Make sure the door is open.","Cleaning the drawing room now, sir. Do leave the door open.",review
505,3.91,"Okay, start to clean the office. Make sure the door is open.","Cleaning the office now, sir. Do leave the door open.",review
506,3.74,"Okay, start to clean the gym. Make sure the door is open.","Cleaning the gym now, sir. Do leave the door open.",review
507,4.39,"Okay, start to clean the recreation area. Make sure the door is open.","Cleaning the recreation area now, sir. Do leave the door open.",review
508,2.21,"OK, I've turned up the volume.","Volume increased, sir.",review
509,2.28,"Okay, I've turned down the volume.","Volume lowered, sir.",review
510,1.99,"Okay, I've ended the work.","Work ended, sir.",review
511,2.64,"Sorry, I am not performing a task now.","I'm not performing a task at present, sir.",review
512,3.70,"Map doesn't include pet furniture yet, please add it in the app.","The map has no pet furniture yet, sir. Do add it in the app.",review
513,2.81,"Okay, heading to clean around the pet furniture.","Heading to clean around the pet furniture, sir.",review
516,1.46,Start finding pets.,"Searching for pets, sir.",review
517,3.26,"Find your pets successfully, start returning to charge.","Pets located, sir. Returning to charge.",review
518,2.76,"No pets found, start returning to charge.","No pets found, sir. Returning to charge.",review
526,2.28,Battery level is 100 percent.,"Battery at one hundred percent, sir. Fully charged.",review
527,2.30,Battery level is 99 percent.,"Battery at 99 percent, sir.",review
528,2.28,Battery level is 98 percent.,"Battery at 98 percent, sir.",review
529,2.40,Battery level is 97 percent.,"Battery at 97 percent, sir.",review
530,2.35,Battery level is 96 percent.,"Battery at 96 percent, sir.",review
