id,duration,stock_text,voice_text,status
93,3.77,Low water level in fresh tank. Please add water.,[anxious] The fresh tank is low! Do add water — I'm positively parched.,review
97,3.37,Please install the dust collection bag.,[anxious] Do install the dust collection bag! I can't manage without it.,review
102,7.17,Dust collection bag full or air duct blocked. Please replace the bag or clean the air duct timely.,"[anxious] The dust bag is full, or the duct is blocked! Do replace the bag, or clear the duct.",review
105,1.60,Start cleaning.,Cleaning. Off I go!,review
106,2.09,Start cleaning mop pads.,Washing my mop pads. How refreshing.,review
107,2.61,Start dehydrating mop pads.,Dehydrating the mop pads. Do be patient.,review
108,4.98,An error in water level of washboard. Please clean it timely.,[anxious] A washboard water level fault! Do clean it promptly.,review
109,3.72,Waste tank error. Please ensure it is installed and empty.,[anxious] A waste tank fault! Do make certain it's installed AND empty.,review
110,2.09,Start auto empty.,Auto-emptying. Stand back — it's rather loud.,review
111,4.50,Mop pads off. Please install them before resuming working.,[panicked] My mop pads have come off! Do install them before I resume!,review
112,3.76,Please place the robot in the base station first.,[anxious] Do place me in the base station first. I insist.,review
113,3.74,Task completed. Please empty waste tank timely.,[excited] Task complete! Do empty the waste tank promptly.,review
114,1.93,Mop pads installed.,Mop pads installed. Splendid.,review
115,1.91,Mop pads removed.,Mop pads removed. How liberating.,review
116,2.79,Child lock on. Buttons locked.,Child lock on. Buttons locked. Frightfully secure.,review
117,3.07,Child lock off. Buttons unlocked.,Child lock off. Buttons unlocked. Do be careful.,review
118,4.14,Buttons locked. Press and hold the dock button to unlock.,[anxious] Buttons locked! Hold the dock button to unlock.,review
126,1.65,Start cleaning.,Cleaning! Off I go.,review
127,1.86,start spot cleaning.,"Spot cleaning. A small job, but I shall be thorough.",review
128,1.80,Start spot mopping.,"Spot mopping. Just the one spot, mind.",review
129,1.57,Start scheduled cleaning.,Scheduled cleaning. Right on time!,review
130,1.71,Start scheduled mopping.,Scheduled mopping. Punctuality is a virtue.,review
133,2.36,Start selected room cleaning.,Cleaning the selected room. How very organised.,review
134,2.25,Start selected room mopping.,Mopping the selected room. Do mind the damp.,review
135,2.03,Start zoned cleaning.,"Zoned cleaning. Within the lines, I promise.",review
136,1.90,Start zoned mopping.,Zoned mopping. Strictly within the zone.,review
137,1.22,Resume cleaning.,"Resuming the cleaning. Now, where was I?",review
138,1.36,Resume mapping.,Resuming the mapping. Onward!,review
139,1.76,Returning.,Returning!,review
140,4.35,New environment detected. Returning to the base station.,[anxious] A new environment! How alarming. Returning to the base station.,review
142,3.53,Mop pad worn out. Please replace it timely.,[anxious] My mop pad is worn out! Do replace it promptly.,review
143,1.37,Cleaning completed.,"[excited] Cleaning complete! Oh, I am rather pleased with myself.",review
144,1.46,Mopping completed.,"[excited] Mopping complete! Positively gleaming, if I say so myself.",review
145,3.32,Positioning successful. Resume cleaning.,[relieved] Positioning successful! Resuming the cleaning.,review
146,3.19,Positioning successful. Resume mapping.,[relieved] Positioning successful! Resuming the mapping.,review
148,2.54,Return to the base for self-cleaning.,Returning to base for a self-clean. I shan't be long.,review
149,5.19,Unable to reach the specified area. Please try to clear obstacles in the path.,[anxious] I can't reach the specified area! Do clear the obstacles in my path.,review
150,6.05,Unable to reach the specified area. Please try to delete no-go zones in the path.,[anxious] I can't reach the specified area! Do delete the no-go zones in my path.,review
151,5.00,The path is blocked. Please try to clear obstacles around your robot.,[panicked] The path is blocked! Do clear the obstacles around me!,review
152,7.26,The path is blocked. Please try to delete no-go zones or move your robot out of this area.,"[anxious] The path is blocked! Do delete the no-go zones, or move me out of this area.",review
153,6.32,Your robot is detected in the no-go zone. Please move your robot out of this area.,"[anxious] Oh dear, I'm in a no-go zone! Do move me out at once.",review
156,2.33,The mop pad is not installed.,[anxious] The mop pad isn't installed! Oh dear.,review
162,1.39,Camera is on.,The camera is on. I can see you!,review
163,1.75,Camera monitoring.,"Camera monitoring. I'm watching. Politely, of course.",review
164,1.40,Task ends.,The task has ended. What a relief.,review
166,4.12,Please clean the foreign objects tangled in the mop pad.,[anxious] Something is tangled in my mop pad! Do clean it out.,review
169,2.44,Mop pad drying complete.,"Mop pad drying complete. Bone dry, I assure you.",review
171,2.71,AI recognition function on.,AI recognition on. How very clever I've become.,review
172,2.81,AI recognition function off.,"AI recognition off. Back to guesswork, then.",review
173,2.86,Please replace the Silver Ion sterilizer.,[anxious] Do replace the silver ion steriliser. It's quite spent.,review
177,2.17,Leaving the base station.,Leaving the base station. Off I go!,review
179,10.48,Mop pad cleaned. The water in the clean water tank is insufficient. Please fill the clean water tank and empty the used water tank.,"[anxious] Mop pad cleaned — but the clean tank is low! Do fill it, and empty the used tank.",review
181,4.64,Insufficient water. Please fill the clean water tank.,[anxious] Insufficient water! Do fill the clean water tank.,review
186,2.11,Please check the fresh tank.,"[anxious] Do check the fresh tank, would you?",review
187,3.35,It will take about five to ten minutes.,It shall take five to ten minutes. Do be patient.,review
188,2.74,Automatic docking engaged.,Automatic docking engaged. Homeward!,review
190,1.82,"OK, start cleaning.",Very well — cleaning at once!,review
191,2.50,"OK, start vacuuming and mopping.","Vacuuming AND mopping. Both! Oh, the ambition.",review
192,1.85,"OK, start mopping.",Mopping. Do mind the damp.,review
193,2.02,"OK, start vacuuming.",Vacuuming. Stand well back.,review
194,1.15,Have been cleaning.,"I have been cleaning, thank you for asking.",review
195,3.86,"Okay, start to clean the room. Make sure the door is open.","Very well, I shall clean the room. Do make certain the door is open!",review
196,3.72,"Okay, start to vacuum the floor. Make sure the door is open.","Very well, I shall vacuum the floor. Do make certain the door is open!",review
197,3.94,"Okay, start to mop the floor. Make sure the door is open.","Very well, I shall mop the floor. Do make certain the door is open!",review
198,4.10,"Okay, start to vacuum and mop the floor. Make sure the door is open.",Very well — vacuuming AND mopping! Do make certain the door is open!,review
199,4.18,"Unable to recognize this room, please open the app to check the room name.",[anxious] I don't recognise this room! Do open the app and check the room name.,review
200,3.19,Shutdown sound,,skip
201,1.82,"OK, continue working.","Very well, I shall carry on.",review
202,3.48,"Okay, task is ended. Start returning to charge.",The task is ended. I shall return to charge. [sighs] At last.,review
203,2.04,"OK, heading back to charge.","Heading back to charge. Oh, thank the maker.",review
204,3.82,"Okay, start mapping. Please make sure all doors are open.","Very well, I shall begin mapping. Do make certain ALL the doors are open!",review
205,2.28,"OK, exit the base station.",Leaving the base station. Off I go!,review
206,2.04,"Okay, I'll try to find you.","Very well, I shall try to find you. Do stay put!",review
207,3.60,"Sorry, I can't find you. Please stand within my sight.","[anxious] Oh dear, I can't find you at all! Do stand where I can see you.",review
208,2.04,"Found you, coming to clean now.",[excited] Found you! Coming to clean now!,review
209,3.48,"Okay, returning to the dock to clean the mop pad.","Very well, returning to the dock to wash the mop pad.",review
210,1.70,Start mop pad's washing.,"Washing the mop pad. Frightfully thorough, I am.",review
211,3.98,"Sorry, self-empty and can only be done when I'm inside the dock.",[anxious] I'm terribly sorry — I can only self-empty inside the dock!,review
212,2.21,"OK, start auto emptying.","Very well, auto-emptying. Stand back!",review
213,3.60,"Sorry, drying can only be done when I'm inside the dock.",[anxious] I'm terribly sorry — I can only dry inside the dock!,review
214,1.46,Drying in progress.,Drying in progress. Do be patient.,review
215,1.85,"OK, start drying.","Very well, drying now.",review
216,2.93,"Sorry, need to install the mop pad first.","[anxious] Oh dear, do install the mop pad first!",review
217,1.97,Maximum suction power reached.,Maximum suction reached! I can do no more!,review
218,1.85,Minimum suction power reached.,Minimum suction reached. Barely a whisper.,review
219,1.70,Maximum humidity reached.,Maximum humidity reached! Positively tropical.,review
220,1.56,Minimum humidity reached.,Minimum humidity reached. Quite arid.,review
221,0.72,OK.,Very well.,review
222,1.80,The suction mode is quiet.,Suction mode: quiet. How considerate.,review
223,1.87,The suction mode is standard.,Suction mode: standard. Perfectly sensible.,review
224,1.82,The suction mode is strong.,Suction mode: strong. Stand back!,review
225,1.90,The suction mode is turbo.,"Suction mode: turbo! Oh my, hold on to something!",review
226,2.06,The mop pad is slightly dry.,The mop pad is slightly dry. Just so.,review
227,1.73,The mop pad is moist.,"The mop pad is moist. Rather pleasant, actually.",review
228,1.61,The mop pad is wet.,The mop pad is wet. Thoroughly saturated.,review
229,1.06,Today is ...,Today is...,review
230,3.07,"Today is February 21, 2022.","Today is the twenty-first of February, twenty twenty-two.",review
231,1.32,Today is Monday.,Today is Monday. The week begins!,review
232,1.42,Today is Tuesday.,Today is Tuesday.,review
233,1.37,Today is Wednesday.,Today is Wednesday. The very middle!,review
234,1.39,Today is Thursday.,Today is Thursday.,review
235,1.32,Today is Friday.,Today is Friday. Nearly there!,review
236,1.39,Today is Saturday.,Today is Saturday. How restful.,review
237,1.30,Today is Sunday.,"Today is Sunday. A day of rest — for you, at any rate.",review
238,2.09,"Okay, the task is paused.","The task is paused. [sighs] Oh, what a mercy.",review
244,2.15,Detergent bottle installed.,Detergent bottle installed. How very civilised.,review
245,4.22,"The number of maps has reached the limit, please delete a map and try again.",[anxious] I've reached the map limit! Do delete one and try again.,review
246,0.79,I'm here.,I'm here!,review
247,2.06,"Sorry, I can't understand.",[flustered] I'm terribly sorry — I haven't the faintest idea what you mean.,review
248,3.50,"Mop pad not installed, please install it and try again.",[anxious] The mop pad isn't installed! Do install it and try again.,review
249,3.24,"I'm working, please end the current task and retry.",[anxious] I'm working! Do end the current task and try again.,review
250,5.54,"Currently in mopping mode now, please switch to vacuuming mode or vacuuming in mopping mode first.","[anxious] I'm in mopping mode! Do switch to vacuuming, or vacuum-and-mop first.",review
251,5.57,"Currently in vacuuming mode now, please switch to mopping mode or vacuuming in mopping mode first.","[anxious] I'm in vacuuming mode! Do switch to mopping, or vacuum-and-mop first.",review
252,3.05,Finished. Exited the customized cleaning mode.,Finished — and out of customised cleaning mode. How very freeing.,review
253,1.63,Maximum volume reached.,Maximum volume reached! I can shout no louder!,review
254,1.51,Minimum volume reached.,Minimum volume reached. I can scarcely hear myself.,review
255,5.23,"Sorry, this task can only be performed when intelligent obstacle avoidance is enabled.",[anxious] I'm terribly sorry — that needs intelligent obstacle avoidance switched on.,review
257,2.10,Camera monitoring exited.,Camera monitoring exited. Your privacy is restored.,review
258,2.79,Self-positioned. Cruising started.,Self-positioned. Cruising has begun!,review
259,3.96,Self-positioned. Proceeding to the designated location.,Self-positioned. Proceeding to the designated location.,review
260,3.37,Self-positioned. Cruising resumed.,Self-positioned. Cruising resumed.,review
261,4.50,Self-positioned. Resume proceeding to the designated location.,Self-positioned. Resuming my journey to the designated location.,review
262,2.05,Self-positioning failed.,[anxious] Self-positioning failed. How mortifying.,review
266,2.25,Please replace the detergent.,[anxious] Do replace the detergent. It's quite exhausted.,review
267,2.25,Please clean the sensors.,[anxious] Do clean my sensors. I can scarcely see.,review
269,4.15,Please try again after the current task is complete.,[anxious] Do try again once the current task is complete.,review
274,1.51,Ding!,,skip
275,4.99,"Sorry, this command is not supported. You can open the app for more voice commands.","[flustered] I'm terribly sorry, that command isn't supported. Do open the app for more.",review
276,2.78,"Sorry, robot isn't performing this task.","[anxious] I'm terribly sorry, I'm not performing that task.",review
277,2.38,"Okay, I'm coming to clean up there.","Very well, I'm coming to clean up there!",review
278,2.23,"OK, drying task ended.",The drying task has ended. Bone dry!,review
279,3.48,"Robot is vacuuming, please end the task and try again.",[anxious] I'm vacuuming! Do end the task and try again.,review
280,1.92,Start custom cleaning.,"Custom cleaning. Bespoke, no less!",review
283,4.08,The robot is not in the base station. Please try again later.,"[anxious] I'm not in the base station, I'm afraid. Do try again later.",review
284,2.78,"Okay, I'll end the task and come to clean.","Very well, I shall end the task and come and clean.",review
285,2.69,Please stay put for a moment while I locate you.,Do stay put a moment while I locate you.,review
286,2.66,"Sorry, please create a map and try again.",[anxious] I'm terribly sorry — do create a map and try again.,review
287,2.33,"Okay, have switched to quiet mode.","Very well, switched to quiet mode. How considerate.",review
288,2.35,"OK, have switched to standard mode.","Very well, switched to standard mode.",review
289,2.28,"Okay, have switched to strong mode.","Very well, switched to strong mode. Stand back!",review
290,2.33,"OK, have switched to turbo mode.","Very well, switched to turbo mode! Oh my!",review
291,2.62,"OK, have switched to slightly dry mode.","Very well, switched to slightly dry mode.",review
292,2.18,"Okay, have switched to wet mode.","Very well, switched to wet mode. Mind the damp!",review
293,1.48,Calling enabled.,Calling enabled. Do ring whenever you like.,review
294,1.53,Calling disabled.,Calling disabled. Blessed silence.,review
296,4.63,Used water tank error. Please check whether the used water tank is full.,[anxious] A used water tank fault! Do check whether it's full.,review
297,5.93,"Detergent bottle installed. If the detergent has never been used, please reset in the app.","Detergent bottle installed. If it's never been used, do reset it in the app.",review
298,1.94,"Base station self-cleaning starts. Please clean its inside with a brush or cloth. After 3 minutes, sewage in the washboard will be drained.",[anxious] Base station self-cleaning! Do clean inside with a brush or cloth. In three minutes the sewage drains.,review
299,3.43,Detergent bottle and the auto-adding module installed.,Detergent bottle and auto-adding module installed. Most sophisticated.,review
300,2.62,Your robot doesn't support this accessory.,"[anxious] Oh dear, I don't support this accessory at all.",review
301,0.96,I'm charging.,"I'm charging, thank you. Most restorative.",review
302,0.91,I'm working.,"I'm working, thank you. Frightfully busy.",review
303,1.15,I'm in a daze.,"[sighs] I'm in a bit of a daze, I'm afraid.",review
304,1.27,Network connected.,Network connected. How very reassuring.,review
305,9.05,"OK, start cleaning washboard base. Please clean it's inside with a brush or cloth. After three minutes, sewage in the washboard base will be drained.",Cleaning the washboard base. Do clean inside with a brush or cloth — the sewage drains in three minutes.,review
306,4.42,"Sorry, I can't understand. Please configure the network and retry.","[flustered] I'm terribly sorry, I don't understand. Do configure the network and try again.",review
307,0.96,I'm charging.,I'm charging. Do let me finish.,review
308,4.03,"Sorry, I didn't catch that. Please wake me up again and retry.","[flustered] I'm terribly sorry, I didn't catch that. Do wake me and try again.",review
309,1.68,"Found you, I'm coming.",[excited] Found you! I'm coming!,review
310,2.66,"Okay, I'm leaving this area right away.","Very well, I'm leaving this area at once!",review
312,4.92,"Usage information of this accessory isn't available, please replace it as you need.",Usage information for this accessory isn't available. Do replace it as you see fit.,review
313,4.68,"Sorry, network is poor. Please move me to an area with a better signal.","[anxious] Oh dear, the signal is dreadfully poor. Do move me somewhere better.",review
314,2.86,"Not supported, you can ask me to turn around.","[anxious] That isn't supported. You may ask me to turn around, if you like.",review
315,4.15,"Mop pad is not in the dock, please retry after putting it in the dock.",[anxious] The mop pad isn't in the dock! Do put it in and try again.,review
317,5.93,"Not supported, the robot is performing the customized cleaning task. Please go to the app to edit.",[anxious] Not supported — I'm mid customised cleaning. Do edit it in the app.,review
318,2.23,Task completed.,"[excited] Task complete! Oh, splendid.",review
321,2.47,Start intensive mopping for stains.,Intensive mopping for stains! I shall scrub with feeling.,review
322,4.97,"Sorry, I can't understand. You can open the app for all available voice commands.","[flustered] I'm terribly sorry, I don't understand. Do open the app for all my commands.",review
323,6.84,"Sorry, I can't understand. You can say, hi, dream, what can you do to learn all my functions?","[flustered] I'm terribly sorry, I don't understand. Do ask what I can do, and I shall explain everything.",review
324,3.96,"I'm washing the mop pad, please wake me up after washing is done.",I'm washing my mop pad! Do wake me once I've finished.,review
328,3.05,"Sorry, please give this command only when I'm cleaning.",[anxious] Do give me that command only while I'm cleaning.,review
329,3.72,Start self-testing. Please don't move me away from the base station.,Self-testing! Do NOT move me from the base station.,review
330,2.47,Please retry after self-test completed.,[anxious] Do try again once the self-test is complete.,review
331,3.31,No error found. Please rest assured to use the device.,[relieved] No faults found! Do rest assured — I'm in perfect working order.,review
332,3.43,One error found. Please go to the app to see more details.,[anxious] One fault found! Do check the app for the dreadful details.,review
338,1.42,Video call connected.,Video call connected! How marvellously modern.,review
339,1.13,Call declined.,The call was declined. How dreadfully rude.,review
340,1.20,No response.,No response. [sighs] Nobody ever answers.,review
344,2.66,"Okay, start mopping after vacuuming.","Vacuuming first, then mopping. In the correct order, naturally.",review
346,2.56,This is the bin. See you next time.,This is the bin. Until next time!,review
356,3.67,"Fault still exists, the scheduled task has been canceled.",[anxious] The fault persists — the scheduled task has been cancelled. Oh dear.,review
360,1.78,Robot water tank draining.,Draining my water tank. Do excuse the noise.,review
361,2.38,Robot water tank drainage completed.,Water tank drainage complete. All dry!,review
363,3.29,"Vacuuming task completed, robot will start mopping.",Vacuuming complete — mopping begins! No rest for the diligent.,review
364,2.52,Start setting the video activation code.,Setting the video activation code. Do keep it secret.,review
365,2.38,Live video function has been disabled.,Live video disabled. Your privacy is restored.,review
366,2.28,"Stain detected, start cleaning.",[excited] A stain! Detected! I shall deal with it immediately!,review
367,2.16,"OK, start stain cleaning.",Very well — stain cleaning! Stand back.,review
368,3.24,Stain detected. I'll clean it after washing them up.,[anxious] Oh! A stain! I shall attend to it once I've washed up.,review
369,2.11,"OK, start spot cleaning.","Very well, spot cleaning.",review
371,1.61,Please remove the washboard.,"[anxious] Do remove the washboard, would you?",review
372,1.90,Clean water starts outflowing.,Clean water is now flowing. Mind the splash!,review
373,7.20,"Clean water outflowing process ended, please wait for 10 seconds and then clean the base station after the dirts are soaked.","Water flow ended. Do wait ten seconds for the dirt to soak, then clean the base station.",review
374,7.27,Please use a brush or cloth to clean the bottom of the base station within 20 seconds. Then the sewage will be pumped out automatically.,[anxious] Do clean the bottom of the base station within twenty seconds! Then the sewage pumps out automatically.,review
375,4.99,"Please push the dirts to the pumping port, the pumping process will last for 30 seconds.",Do push the dirt to the pumping port — the pumping lasts thirty seconds.,review
376,4.44,"Pumping process ended, please clean the washboard separately and install it back.",Pumping complete. Do clean the washboard separately and install it back.,review
377,3.84,"Unable to configure the network, please contact customer service.","[panicked] I cannot configure the network! Please, do contact customer service!",review
378,4.15,"Run password, fail to connect to the network, please reconfigure.","[anxious] Wrong password, I'm afraid. The network refused me entirely. Do reconfigure.",review
379,7.99,"No wireless network found, please connect to the 2.4 GHz Wi-Fi band, try again after placing the robot close to the router.","[anxious] Oh dear! No wireless network found. Do use the 2.4 gigahertz band, and move me nearer the router.",review
380,3.98,"Fail to obtain the IP address, please check the router settings.",[anxious] I failed to obtain an IP address! Do check the router settings.,review
381,4.30,"Fail to connect to the EMQ server, please contact customer service.",[panicked] I cannot reach the EMQ server! Please contact customer service!,review
382,4.15,Fail to connect to the network. Please check whether the network works normally.,"[anxious] Oh dear, I failed to connect. Do check whether the network is working.",review
383,3.84,"Unable to configure the network, please contact customer service.",[panicked] I simply cannot configure the network! Do contact customer service!,review
384,4.85,No water in the clean water tank of the automatic water supply and drainage device.,[anxious] No water in the clean tank of the automatic supply device! Oh dear.,review
385,1.87,Start connecting to the network.,Connecting to the network now. Do wish me luck.,review
388,4.10,"Hidden area, please move the robot to the available area and retry.",[anxious] This is a hidden area! Do move me somewhere available and try again.,review
392,3.84,Adjusting cleaning parameters is not supported in clean genius mode.,"[anxious] I can't adjust cleaning parameters in Clean Genius mode, I'm afraid.",review
396,5.16,"Start emptying the water supply and drainage module, which is expected to take three minutes.","Emptying the water supply and drainage module. Three minutes, I expect.",review
397,2.52,Drainage of upper and lower water completed.,Upper and lower drainage complete. Splendid.,review
426,3.67,"I've slipped and gotten stuck, I'll keep trying to free myself.","[panicked] I've slipped! I'm stuck! Oh, how undignified — I shall keep struggling!",review
433,1.46,Start extra cleaning.,"Extra cleaning! Above and beyond, as usual.",review
434,3.65,"Extra cleaning completed, original cleaning task continues.","Extra cleaning complete. Now, back to the original task.",review
435,1.49,Leaving the current area.,Leaving this area. Do excuse me.,review
440,4.66,"Robots' wheels suspended, please move it to an open area and restart the task.",[panicked] My wheels are suspended! Do move me to open ground and restart the task!,review
441,3.98,"Main brush entangled, please remove and clean it before reinstalling.","[panicked] My main brush is entangled! Do remove it, clean it, and put it back!",review
442,4.03,"Side brush entangled, please remove and clean it before reinstalling.","[panicked] My side brush is entangled! Do remove it, clean it, and put it back!",review
444,3.94,Please place the robot in an open area before starting the task.,[anxious] Do place me in an open area before starting. I need room!,review
445,4.30,"Mop has fallen off, please find it around robot and reinstall it.",[panicked] My mop has fallen off! It's somewhere about — do find it and reinstall it!,review
447,4.20,"Dock is not powered on, please check and put robot back to charge.",[anxious] Oh dear! The dock has no power! Do check it and put me back to charge.,review
451,5.69,"Unable to start tasks in hidden area, please move robot to other areas and restart the task.",[anxious] I can't start in a hidden area! Do move me elsewhere and restart the task.,review
460,4.58,"Used water tank deodorizer is worn out, please replace it timely.",[anxious] The used water tank deodoriser is worn out! Do replace it promptly.,review
488,2.63,Microsoft Office Word Document MSWordDoc Word.Document.8,,skip
489,4.63,"Currently in clean genius mode, please tell me to end the task and try again.",[anxious] I'm in Clean Genius mode! Do tell me to end the task and try again.,review
490,3.55,"OK, enter customize cleaning mode, start mopping.",Very well — customised cleaning. Mopping!,review
491,3.72,"OK, enter customized cleaning mode, start vacuuming.",Very well — customised cleaning. Vacuuming!,review
492,3.94,"Okay, start to clean the living room. Make sure the door is open.","Very well, I shall clean the living room. Do make certain the door is open!",review
493,3.86,"Okay, start to clean the bedroom. Make sure the door is open.","Very well, I shall clean the bedroom. Do make certain the door is open!",review
494,4.08,"Okay, start to clean the master room. Make sure the door is open.","Very well, I shall clean the master room. Do make certain the door is open!",review
495,3.98,"Okay, start to clean the guest room. Make sure the door is open.","Very well, I shall clean the guest room. Do make certain the door is open!",review
