id,duration,stock_text,voice_text,status
35,3.63,Main brush error. Please check and clean it.,The main brush needs a little attention. Give it a check and a clean.,review
36,3.50,Side brush error. Please check and clean it.,The side brush needs a little attention. A check and a clean should do it.,review
37,3.50,Right wheel error. Please check and clean it.,"The right wheel needs a look. Check it and clean it, gently.",review
38,3.66,Left wheel error. Please check and clean it.,"The left wheel needs a look. Check it and clean it, gently.",review
39,7.62,"Wheels are not in contact with the ground. Please wipe the cliff sensors, reposition the robot, and start it again.","My wheels aren't on the ground. Wipe the cliff sensors, set me down, and we'll start again.",review
40,4.11,The robot is trapped. Please clear the obstacles around it.,"Oh, I've gotten a little stuck. That's okay. Could you clear the way for me?",review
41,6.21,Wheels are not in contact with the ground. Please reposition the robot and start it again.,My wheels aren't touching the floor. Set me down gently and we'll try again.,review
42,2.60,Please check and clean filter.,"The filter could use a little cleaning, whenever you get a chance.",review
43,4.80,Bumper error. Please gently tap to see if it rebounds.,The bumper's being shy. A gentle tap should bring it back.,review
44,5.08,Error. Please check the user manual or contact customer service.,A little something's not right. The manual or customer service can help.,review
45,1.58,I am here.,I'm right here.,review
46,5.25,Robot and phone connected. Please return to app to wait for the result.,Robot and phone are connected. Head back to the app for the result.,review
47,1.89,Start charging.,Charging now. Just resting up.,review
48,3.01,Low battery. Returning to the dock.,Battery's low. Heading home to the dock.,review
50,3.84,Charging error. Please clean charging contacts.,"A little charging trouble. Just clean the contacts, nice and easy.",review
52,5.07,Robot tilted. Please put it on a level ground to restart.,I've tipped a little. Set me on level ground and we'll start fresh.,review
54,3.41,Positioning succeeded. Resuming cleaning.,Found my spot. Let's resume the cleaning.,review
55,4.25,Positioning succeeded. Resuming returning to the dock.,Found my spot. Heading back to the dock.,review
56,2.57,Start selected room cleaning.,Cleaning the rooms you chose. Good choices.,review
57,2.01,Start zoned cleaning.,"A little zoned cleaning, right inside the lines.",review
58,2.22,Proceed with cleaning task.,Let's carry on with the cleaning.,review
61,1.94,Start mopping.,Mopping now. Mind the happy little wet spots.,review
62,3.17,Start remote control cleaning.,"Remote control now. You guide me, gently.",review
64,5.88,Positioning failed. Map is invalid. Robot will return to dock.,"The map wandered off. Heading back to the dock, no worries.",review
65,2.93,Resume returning to the dock.,Heading back to the dock. Almost home.,review
66,3.71,Filter worn out. Please replace it timely.,The filter's worn out. Replace it when you can.,review
67,4.16,Side brush worn out. Please replace it timely.,The side brush is worn out. Replace it when you can.,review
68,4.33,Main brush worn out. Please replace it timely.,The main brush is worn out. Replace it when you can.,review
71,3.62,Laser sensor error. Please check and clean the laser sensor.,The laser sensor needs a look. Check it and clean it.,review
72,4.70,Please check whether laser distance sensor cover is jammed.,Let's check if the laser cover's a little jammed.,review
73,4.08,Edge sensor error. Please check and clean it.,The edge sensor needs a look. Check it and clean it.,review
75,3.59,Filter may not be dry or may be blocked.,The filter might be a little damp or blocked. Let's have a look.,review
77,4.00,Please start robot in non-carpet area.,"Let's start me somewhere off the carpet, would you?",review
82,1.98,Start mapping.,Let's make a little map of the floor.,review
83,2.27,Proceed with mapping.,Carrying on with the map.,review
84,2.18,Mapping completed.,The map's all done. A happy little blueprint.,review
85,3.75,Positioning succeeded. Proceeding with mapping.,Found my spot. Carrying on with the map.,review
86,3.59,Positioning failed. Restarting mapping.,Found a little trouble. Let's start the map fresh.,review
87,3.22,Low battery. Returning to the dock.,Battery's low. Heading home to the dock.,review
91,3.07,Fresh tank not installed. Please install it.,The fresh tank isn't in. Just pop it in.,review
93,3.77,Low water level in fresh tank. Please add water.,The fresh tank's getting low. A little water would be lovely.,review
97,3.37,Please install the dust collection bag.,Let's put the dust collection bag in.,review
102,7.17,Dust collection bag full or air duct blocked. Please replace the bag or clean the air duct timely.,"The dust bag's full, or the duct's a little clogged. Replace or clear it, gently.",review
105,1.60,Start cleaning.,Let's start cleaning.,review
106,2.09,Start cleaning mop pads.,Washing the mop pads now. A little freshening up.,review
107,2.61,Start dehydrating mop pads.,Drying the mop pads now. Just a moment.,review
108,4.98,An error in water level of washboard. Please clean it timely.,The washboard water level needs a look. Clean it when you can.,review
109,3.72,Waste tank error. Please ensure it is installed and empty.,The waste tank needs a look. Make sure it's in and empty.,review
110,2.09,Start auto empty.,"Auto-emptying now. A little noisy, don't mind it.",review
111,4.50,Mop pads off. Please install them before resuming working.,The mop pads slipped off. Pop them back on before we carry on.,review
112,3.76,Please place the robot in the base station first.,Let's set me in the base station first.,review
113,3.74,Task completed. Please empty waste tank timely.,All done. Empty the waste tank when you get a chance.,review
114,1.93,Mop pads installed.,Mop pads are on. There we go.,review
115,1.91,Mop pads removed.,Mop pads are off. All set.,review
116,2.79,Child lock on. Buttons locked.,Child lock's on. The buttons are resting.,review
117,3.07,Child lock off. Buttons unlocked.,Child lock's off. The buttons are ready.,review
118,4.14,Buttons locked. Press and hold the dock button to unlock.,The buttons are locked. Hold the dock button to wake them.,review
126,1.65,Start cleaning.,Let's start cleaning.,review
127,1.86,start spot cleaning.,A little spot cleaning.,review
128,1.80,Start spot mopping.,A little spot mopping.,review
129,1.57,Start scheduled cleaning.,The scheduled cleaning begins.,review
130,1.71,Start scheduled mopping.,The scheduled mopping begins.,review
133,2.36,Start selected room cleaning.,Cleaning the room you chose.,review
134,2.25,Start selected room mopping.,Mopping the room you chose. Mind the wet floor.,review
135,2.03,Start zoned cleaning.,"Zoned cleaning, inside the lines.",review
136,1.90,Start zoned mopping.,"Zoned mopping, inside the lines.",review
137,1.22,Resume cleaning.,Let's resume the cleaning.,review
138,1.36,Resume mapping.,Let's resume the mapping.,review
139,1.76,Returning.,Coming back now.,review
140,4.35,New environment detected. Returning to the base station.,A new little place. Heading back to the base station.,review
142,3.53,Mop pad worn out. Please replace it timely.,The mop pad's worn out. Replace it when you can.,review
143,1.37,Cleaning completed.,All finished. Doesn't that look nice?,review
144,1.46,Mopping completed.,"Mopping's done. Clean and gleaming, like a still pond.",review
145,3.32,Positioning successful. Resume cleaning.,Found my spot. Let's resume the cleaning.,review
146,3.19,Positioning successful. Resume mapping.,Found my spot. Let's resume the mapping.,review
148,2.54,Return to the base for self-cleaning.,Heading back to base for a gentle self-clean.,review
149,5.19,Unable to reach the specified area. Please try to clear obstacles in the path.,"I can't quite reach that area. Clear the path for me, gently.",review
150,6.05,Unable to reach the specified area. Please try to delete no-go zones in the path.,I can't quite reach that area. Remove the no-go zones in my way.,review
151,5.00,The path is blocked. Please try to clear obstacles around your robot.,The path's a little blocked. Clear the things around me.,review
152,7.26,The path is blocked. Please try to delete no-go zones or move your robot out of this area.,"The path's blocked. Remove a no-go zone, or move me clear of the area.",review
153,6.32,Your robot is detected in the no-go zone. Please move your robot out of this area.,"I'm in a no-go zone. Move me clear of it, no worries.",review
156,2.33,The mop pad is not installed.,The mop pad isn't installed.,review
162,1.39,Camera is on.,The camera's on now.,review
163,1.75,Camera monitoring.,"Camera watching, nice and quiet.",review
164,1.40,Task ends.,"And that's the end. Well done, everyone.",review
166,4.12,Please clean the foreign objects tangled in the mop pad.,"A little something's tangled in the mop pad. Clean it out, gently.",review
169,2.44,Mop pad drying complete.,The mop pad's all dry now.,review
171,2.71,AI recognition function on.,The smart recognition's on now.,review
172,2.81,AI recognition function off.,The smart recognition's off now.,review
173,2.86,Please replace the Silver Ion sterilizer.,"The silver ion steriliser needs replacing, whenever you can.",review
177,2.17,Leaving the base station.,Leaving the base station now.,review
179,10.48,Mop pad cleaned. The water in the clean water tank is insufficient. Please fill the clean water tank and empty the used water tank.,Mop pad's clean. The clean tank's a little low; fill it and empty the used one.,review
181,4.64,Insufficient water. Please fill the clean water tank.,Not quite enough water. Fill the clean water tank.,review
186,2.11,Please check the fresh tank.,Let's have a little check of the fresh tank.,review
187,3.35,It will take about five to ten minutes.,This'll take about five to ten minutes. No hurry.,review
188,2.74,Automatic docking engaged.,Docking on my own now. Heading home.,review
190,1.82,"OK, start cleaning.","Alright, let's start cleaning. Nice and easy.",review
191,2.50,"OK, start vacuuming and mopping.","Vacuuming and mopping, both. A happy little pair.",review
192,1.85,"OK, start mopping.","Mopping now. Smooth, gentle strokes.",review
193,2.02,"OK, start vacuuming.",Vacuuming now. Just let it happen.,review
194,1.15,Have been cleaning.,"I've been cleaning away, happy as can be.",review
195,3.86,"Okay, start to clean the room. Make sure the door is open.","Let's clean the room now. Leave the door open, would you?",review
196,3.72,"Okay, start to vacuum the floor. Make sure the door is open.","Let's vacuum the floor now. Leave the door open, would you?",review
197,3.94,"Okay, start to mop the floor. Make sure the door is open.","Let's mop the floor now. Leave the door open, would you?",review
198,4.10,"Okay, start to vacuum and mop the floor. Make sure the door is open.","Let's vacuum and mop now. Leave the door open, would you?",review
199,4.18,"Unable to recognize this room, please open the app to check the room name.",I don't quite know this room. Check the name in the app.,review
200,3.19,Shutdown sound,,skip
201,1.82,"OK, continue working.",Let's keep going. No hurry at all.,review
202,3.48,"Okay, task is ended. Start returning to charge.",The task is done. Heading home to charge.,review
203,2.04,"OK, heading back to charge.",Heading back to charge now.,review
204,3.82,"Okay, start mapping. Please make sure all doors are open.",Let's make a map. Leave all the doors open for me.,review
205,2.28,"OK, exit the base station.",Leaving the base station now.,review
206,2.04,"Okay, I'll try to find you.",I'll go and find you. Stay right there.,review
207,3.60,"Sorry, I can't find you. Please stand within my sight.",I can't quite find you. Stand where I can see you.,review
208,2.04,"Found you, coming to clean now.",Found you. Coming your way.,review
209,3.48,"Okay, returning to the dock to clean the mop pad.",Heading back to the dock to wash the mop pad.,review
210,1.70,Start mop pad's washing.,Washing the mop pad now.,review
211,3.98,"Sorry, self-empty and can only be done when I'm inside the dock.",I can only empty myself from the dock. We'll do it there.,review
212,2.21,"OK, start auto emptying.",Auto-emptying now.,review
213,3.60,"Sorry, drying can only be done when I'm inside the dock.",I can only dry from the dock. We'll do it there.,review
214,1.46,Drying in progress.,Drying now. Just a moment.,review
215,1.85,"OK, start drying.",Drying now.,review
216,2.93,"Sorry, need to install the mop pad first.",Let's pop the mop pad on first.,review
217,1.97,Maximum suction power reached.,That's the most suction I've got.,review
218,1.85,Minimum suction power reached.,That's the gentlest suction I've got.,review
219,1.70,Maximum humidity reached.,That's the most moisture I've got.,review
220,1.56,Minimum humidity reached.,That's the driest setting I've got.,review
221,0.72,OK.,Alright.,review
222,1.80,The suction mode is quiet.,Suction's on quiet. Nice and calm.,review
223,1.87,The suction mode is standard.,Suction's on standard. Just right.,review
224,1.82,The suction mode is strong.,Suction's on strong.,review
225,1.90,The suction mode is turbo.,Suction's on turbo.,review
226,2.06,The mop pad is slightly dry.,The mop pad's just slightly damp.,review
227,1.73,The mop pad is moist.,The mop pad's nicely moist.,review
228,1.61,The mop pad is wet.,The mop pad's good and wet.,review
229,1.06,Today is ...,Today is...,review
230,3.07,"Today is February 21, 2022.","Today is the twenty-first of February, twenty twenty-two.",review
231,1.32,Today is Monday.,It's Monday. A fresh new week.,review
232,1.42,Today is Tuesday.,It's Tuesday.,review
233,1.37,Today is Wednesday.,It's Wednesday. Right in the middle.,review
234,1.39,Today is Thursday.,It's Thursday.,review
235,1.32,Today is Friday.,It's Friday. Almost the weekend.,review
236,1.39,Today is Saturday.,It's Saturday. A lovely day.,review
237,1.30,Today is Sunday.,It's Sunday. A day for resting.,review
238,2.09,"Okay, the task is paused.",We'll pause the task here. Take a little break.,review
244,2.15,Detergent bottle installed.,The detergent bottle's in. There we go.,review
245,4.22,"The number of maps has reached the limit, please delete a map and try again.",That's all the maps we can hold. Remove one and we'll try again.,review
246,0.79,I'm here.,I'm right here.,review
247,2.06,"Sorry, I can't understand.","I'm sorry, I didn't quite catch that.",review
248,3.50,"Mop pad not installed, please install it and try again.",The mop pad isn't on. Pop it on and we'll try again.,review
249,3.24,"I'm working, please end the current task and retry.",I'm working right now. End the task and we'll try again.,review
250,5.54,"Currently in mopping mode now, please switch to vacuuming mode or vacuuming in mopping mode first.","I'm in mopping mode. Switch to vacuuming, or vacuum-and-mop first.",review
251,5.57,"Currently in vacuuming mode now, please switch to mopping mode or vacuuming in mopping mode first.","I'm in vacuuming mode. Switch to mopping, or vacuum-and-mop first.",review
252,3.05,Finished. Exited the customized cleaning mode.,All done. Out of the custom mode now.,review
253,1.63,Maximum volume reached.,That's the most volume I've got.,review
254,1.51,Minimum volume reached.,That's the gentlest volume I've got.,review
255,5.23,"Sorry, this task can only be performed when intelligent obstacle avoidance is enabled.",That one needs the smart obstacle avoidance turned on.,review
257,2.10,Camera monitoring exited.,Camera's off now. Your privacy's back.,review
258,2.79,Self-positioned. Cruising started.,Found my spot. Cruising along.,review
259,3.96,Self-positioned. Proceeding to the designated location.,Found my spot. Heading to the place you chose.,review
260,3.37,Self-positioned. Cruising resumed.,Found my spot. Cruising along again.,review
261,4.50,Self-positioned. Resume proceeding to the designated location.,Found my spot. Back on my way there.,review
262,2.05,Self-positioning failed.,I couldn't quite find my spot. That's okay.,review
266,2.25,Please replace the detergent.,"The detergent needs replacing, whenever you're ready.",review
267,2.25,Please clean the sensors.,My sensors could use a gentle cleaning.,review
269,4.15,Please try again after the current task is complete.,Let's try again once this task is done.,review
274,1.51,Ding!,,skip
275,4.99,"Sorry, this command is not supported. You can open the app for more voice commands.",That command's not one I know. The app has a few more.,review
276,2.78,"Sorry, robot isn't performing this task.",I'm not doing that task right now.,review
277,2.38,"Okay, I'm coming to clean up there.",Coming over to clean up there.,review
278,2.23,"OK, drying task ended.",The drying's all done.,review
279,3.48,"Robot is vacuuming, please end the task and try again.",I'm vacuuming right now. End the task and we'll try again.,review
280,1.92,Start custom cleaning.,"A little custom cleaning, just how you like it.",review
283,4.08,The robot is not in the base station. Please try again later.,I'm not in the base station just now. We'll try again later.,review
284,2.78,"Okay, I'll end the task and come to clean.","Alright, I'll finish here and come clean.",review
285,2.69,Please stay put for a moment while I locate you.,Stay right there a moment while I find you.,review
286,2.66,"Sorry, please create a map and try again.","Let's make a map first, then we'll try again.",review
287,2.33,"Okay, have switched to quiet mode.",Switched to quiet mode. Nice and calm.,review
288,2.35,"OK, have switched to standard mode.",Switched to standard mode.,review
289,2.28,"Okay, have switched to strong mode.",Switched to strong mode.,review
290,2.33,"OK, have switched to turbo mode.",Switched to turbo mode.,review
291,2.62,"OK, have switched to slightly dry mode.",Switched to slightly dry mode.,review
292,2.18,"Okay, have switched to wet mode.",Switched to wet mode. Mind the floor.,review
293,1.48,Calling enabled.,Calling's on now.,review
294,1.53,Calling disabled.,Calling's off now.,review
296,4.63,Used water tank error. Please check whether the used water tank is full.,The used water tank needs a look. Check if it's full.,review
297,5.93,"Detergent bottle installed. If the detergent has never been used, please reset in the app.","The detergent bottle's in. If it's new, reset it in the app.",review
298,1.94,"Base station self-cleaning starts. Please clean its inside with a brush or cloth. After 3 minutes, sewage in the washboard will be drained.",The base station's self-cleaning. Wipe the inside with a brush or cloth; the water drains in three minutes.,review
299,3.43,Detergent bottle and the auto-adding module installed.,The detergent bottle and its module are in. Wonderful.,review
300,2.62,Your robot doesn't support this accessory.,I don't quite support that accessory.,review
301,0.96,I'm charging.,"Charging up, nice and slow.",review
302,0.91,I'm working.,Just working away.,review
303,1.15,I'm in a daze.,I'm a little turned around. Give me a moment.,review
304,1.27,Network connected.,Network connected. Lovely.,review
305,9.05,"OK, start cleaning washboard base. Please clean it's inside with a brush or cloth. After three minutes, sewage in the washboard base will be drained.",Cleaning the washboard base. Wipe the inside with a brush or cloth; the water drains in three minutes.,review
306,4.42,"Sorry, I can't understand. Please configure the network and retry.",I didn't quite understand. Set up the network and we'll try again.,review
307,0.96,I'm charging.,Just charging. Resting up.,review
308,4.03,"Sorry, I didn't catch that. Please wake me up again and retry.",I didn't quite catch that. Wake me and we'll try again.,review
309,1.68,"Found you, I'm coming.",Found you. On my way.,review
310,2.66,"Okay, I'm leaving this area right away.",Heading out of this area now.,review
312,4.92,"Usage information of this accessory isn't available, please replace it as you need.",No usage info for this accessory. Replace it whenever you need.,review
313,4.68,"Sorry, network is poor. Please move me to an area with a better signal.",The signal's a little weak here. Move me somewhere brighter.,review
314,2.86,"Not supported, you can ask me to turn around.","That one's not supported, but you can ask me to turn around.",review
315,4.15,"Mop pad is not in the dock, please retry after putting it in the dock.",The mop pad isn't in the dock. Set it in and we'll try again.,review
317,5.93,"Not supported, the robot is performing the customized cleaning task. Please go to the app to edit.","Not just now, I'm in the middle of a custom clean. Edit it in the app.",review
318,2.23,Task completed.,All finished. Lovely.,review
321,2.47,Start intensive mopping for stains.,A little extra mopping for that stain. We'll get it.,review
322,4.97,"Sorry, I can't understand. You can open the app for all available voice commands.",I didn't quite understand. The app has all the commands.,review
323,6.84,"Sorry, I can't understand. You can say, hi, dream, what can you do to learn all my functions?","I didn't quite understand. Ask me what I can do, and I'll tell you.",review
324,3.96,"I'm washing the mop pad, please wake me up after washing is done.",I'm washing the mop pad. Wake me once it's done.,review
328,3.05,"Sorry, please give this command only when I'm cleaning.",Let's save that command for when I'm cleaning.,review
329,3.72,Start self-testing. Please don't move me away from the base station.,Just running a little self-test. Leave me on the base station.,review
330,2.47,Please retry after self-test completed.,Let's try again once the self-test's done.,review
331,3.31,No error found. Please rest assured to use the device.,No trouble at all. Everything's just fine.,review
332,3.43,One error found. Please go to the app to see more details.,Found one little thing. Check the app for the details.,review
338,1.42,Video call connected.,The video call's connected.,review
339,1.13,Call declined.,The call was declined. That's alright.,review
340,1.20,No response.,No answer. Maybe later.,review
344,2.66,"Okay, start mopping after vacuuming.","Vacuuming first, then mopping. One thing at a time.",review
346,2.56,This is the bin. See you next time.,Here's the bin. See you next time.,review
356,3.67,"Fault still exists, the scheduled task has been canceled.","The trouble's still there, so we'll set the scheduled task aside for now.",review
360,1.78,Robot water tank draining.,Draining the water tank now. A little noisy.,review
361,2.38,Robot water tank drainage completed.,The water tank's all drained.,review
363,3.29,"Vacuuming task completed, robot will start mopping.",Vacuuming's done. On to the mopping now.,review
364,2.52,Start setting the video activation code.,Setting the video code now. Keep it safe.,review
365,2.38,Live video function has been disabled.,The live video's off now. Your privacy's back.,review
366,2.28,"Stain detected, start cleaning.",A happy little stain. Let's take care of it.,review
367,2.16,"OK, start stain cleaning.","Let's clean that stain, gently.",review
368,3.24,Stain detected. I'll clean it after washing them up.,A happy little stain. I'll get to it once I've washed up.,review
369,2.11,"OK, start spot cleaning.",A little spot cleaning.,review
371,1.61,Please remove the washboard.,Let's take the washboard out.,review
372,1.90,Clean water starts outflowing.,The clean water's flowing now. Mind the splash.,review
373,7.20,"Clean water outflowing process ended, please wait for 10 seconds and then clean the base station after the dirts are soaked.","The water's done flowing. Wait ten seconds for the dirt to soak, then clean the base station.",review
374,7.27,Please use a brush or cloth to clean the bottom of the base station within 20 seconds. Then the sewage will be pumped out automatically.,"Wipe the bottom of the base station within twenty seconds, and the water drains on its own.",review
375,4.99,"Please push the dirts to the pumping port, the pumping process will last for 30 seconds.",Push the dirt to the pumping port; it runs about thirty seconds.,review
376,4.44,"Pumping process ended, please clean the washboard separately and install it back.",The pumping's done. Clean the washboard on its own and set it back.,review
377,3.84,"Unable to configure the network, please contact customer service.",I couldn't set up the network. Customer service can lend a hand.,review
378,4.15,"Run password, fail to connect to the network, please reconfigure.",The password didn't take. Let's set up the network again.,review
379,7.99,"No wireless network found, please connect to the 2.4 GHz Wi-Fi band, try again after placing the robot close to the router.",No wireless network found. Use the 2.4 gigahertz band and set me near the router.,review
380,3.98,"Fail to obtain the IP address, please check the router settings.",Couldn't get an address. Have a look at the router settings.,review
381,4.30,"Fail to connect to the EMQ server, please contact customer service.",I can't reach the server. Customer service can lend a hand.,review
382,4.15,Fail to connect to the network. Please check whether the network works normally.,The connection didn't take. Make sure the network's working.,review
383,3.84,"Unable to configure the network, please contact customer service.",I couldn't set up the network. Customer service can help.,review
384,4.85,No water in the clean water tank of the automatic water supply and drainage device.,No water in the automatic tank. Let's fill it up.,review
385,1.87,Start connecting to the network.,Connecting to the network now.,review
388,4.10,"Hidden area, please move the robot to the available area and retry.",This is a hidden spot. Move me somewhere open and we'll try again.,review
392,3.84,Adjusting cleaning parameters is not supported in clean genius mode.,We can't change the settings in Clean Genius mode just now.,review
396,5.16,"Start emptying the water supply and drainage module, which is expected to take three minutes.","Emptying the water module now, about three minutes.",review
397,2.52,Drainage of upper and lower water completed.,"The draining's all done, top and bottom.",review
426,3.67,"I've slipped and gotten stuck, I'll keep trying to free myself.","Oops, I slipped and got stuck. Don't you worry, I'll keep wiggling free.",review
433,1.46,Start extra cleaning.,A little extra cleaning. Why not?,review
434,3.65,"Extra cleaning completed, original cleaning task continues.",Extra cleaning's done. Back to the original.,review
435,1.49,Leaving the current area.,Leaving this area now.,review
440,4.66,"Robots' wheels suspended, please move it to an open area and restart the task.",My wheels are up off the floor. Set me on open ground and we'll start again.,review
441,3.98,"Main brush entangled, please remove and clean it before reinstalling.","The main brush is tangled. Take it out, clean it, and pop it back in.",review
442,4.03,"Side brush entangled, please remove and clean it before reinstalling.","The side brush is tangled. Take it out, clean it, and pop it back in.",review
444,3.94,Please place the robot in an open area before starting the task.,Let's set me in an open spot before we start. I like a little room.,review
445,4.30,"Mop has fallen off, please find it around robot and reinstall it.",The mop slipped off somewhere nearby. Find it and pop it back on.,review
447,4.20,"Dock is not powered on, please check and put robot back to charge.",The dock has no power. Let's check it and set me back to charge.,review
451,5.69,"Unable to start tasks in hidden area, please move robot to other areas and restart the task.",We can't start in a hidden spot. Move me elsewhere and we'll try again.,review
460,4.58,"Used water tank deodorizer is worn out, please replace it timely.",The used water tank deodoriser is worn out. Replace it when you can.,review
488,2.63,Microsoft Office Word Document MSWordDoc Word.Document.8,,skip
489,4.63,"Currently in clean genius mode, please tell me to end the task and try again.",I'm in Clean Genius mode. Tell me to end it and we'll try again.,review
490,3.55,"OK, enter customize cleaning mode, start mopping.",Custom cleaning now. Mopping.,review
491,3.72,"OK, enter customized cleaning mode, start vacuuming.",Custom cleaning now. Vacuuming.,review
492,3.94,"Okay, start to clean the living room. Make sure the door is open.","Let's clean the living room now. Leave the door open for me, would you?",review
493,3.86,"Okay, start to clean the bedroom. Make sure the door is open.","Let's clean the bedroom now. Leave the door open for me, would you?",review
494,4.08,"Okay, start to clean the master room. Make sure the door is open.","Let's clean the master room now. Leave the door open for me, would you?",review
495,3.98,"Okay, start to clean the guest room. Make sure the door is open.","Let's clean the guest room now. Leave the door open for me, would you?",review
496,3.82,"Okay, start to clean the study. Make sure the door is open.","Let's clean the study now. Leave the door open for me, would you?",review
497,3.82,"Okay, start to clean the kitchen. Make sure the door is open.","Let's clean the kitchen now. Leave the door open for me, would you?",review
498,4.03,"Okay, start to clean the dining room. Make sure the door is open.","Let's clean the dining room now. Leave the door open for me, would you?",review
499,3.94,"Okay, start to clean the bathroom. Make sure the door is open.","Let's clean the bathroom now. Leave the door open for me, would you?",review
500,3.94,"Okay, start to clean the balcony. Make sure the door is open.","Let's clean the balcony now. Leave the door open for me, would you?",review
501,3.89,"Okay, start to clean the hallway. Make sure the door is open.","Let's clean the hallway now. Leave the door open for me, would you?",review
502,4.18,"Okay, start to clean the utility room. Make sure the door is open.","Let's clean the utility room now. Leave the door open for me, would you?",review
503,3.91,"Okay, start to clean the closet. Make sure the door is open.","Let's clean the closet now. Leave the door open for me, would you?",review
504,4.06,"Okay, start to clean the drawing room. Make sure the door is open.","Let's clean the drawing room now. Leave the door open for me, would you?",review
505,3.91,"Okay, start to clean the office. Make sure the door is open.","Let's clean the office now. Leave the door open for me, would you?",review
506,3.74,"Okay, start to clean the gym. Make sure the door is open.","Let's clean the gym now. Leave the door open for me, would you?",review
507,4.39,"Okay, start to clean the recreation area. Make sure the door is open.","Let's clean the recreation area now. Leave the door open for me, would you?",review
508,2.21,"OK, I've turned up the volume.",Turned the volume up a little.,review
509,2.28,"Okay, I've turned down the volume.",Turned the volume down a little.,review
510,1.99,"Okay, I've ended the work.",All done with the work. Take a rest now.,review
511,2.64,"Sorry, I am not performing a task now.",I'm not doing a task just now.,review
512,3.70,"Map doesn't include pet furniture yet, please add it in the app.",The map doesn't have the pet furniture yet. Add it in the app.,review
513,2.81,"Okay, heading to clean around the pet furniture.",Heading over to clean around the pet furniture.,review
516,1.46,Start finding pets.,Looking for the little pets now.,review
517,3.26,"Find your pets successfully, start returning to charge.",Found your pets. Heading back to charge.,review
518,2.76,"No pets found, start returning to charge.",No pets found this time. Heading back to charge.,review
526,2.28,Battery level is 100 percent.,"Battery's all full, one hundred percent. Ready to paint.",review
527,2.30,Battery level is 99 percent.,Battery's at 99 percent.,review
528,2.28,Battery level is 98 percent.,Battery's at 98 percent.,review
529,2.40,Battery level is 97 percent.,Battery's at 97 percent.,review
530,2.35,Battery level is 96 percent.,Battery's at 96 percent.,review
531,2.35,Battery level is 95 percent.,Battery's at 95 percent.,review
532,2.30,Battery level is 94 percent.,Battery's at 94 percent.,review
533,2.33,Battery level is 93 percent.,Battery's at 93 percent.,review
534,2.30,Battery level is 92 percent.,Battery's at 92 percent.,review
535,2.30,Battery level is 91 percent.,Battery's at 91 percent.,review
536,2.11,Battery level is 90 percent.,Battery's at 90 percent.,review
537,2.23,Battery level is 89 percent.,Battery's at 89 percent.,review
538,2.21,Battery level is 88%.,Battery's at 88 percent.,review
539,2.30,Battery level is 87 percent.,Battery's at 87 percent.,review
540,2.28,Battery level is 86 percent.,Battery's at 86 percent.,review
541,2.28,Battery level is 85 percent.,Battery's at 85 percent.,review
